date,ticker,price
2022-11-29,MAGN_RU0009084396,31.6
2022-11-28,MAGN_RU0009084396,30.84
2022-11-25,MAGN_RU0009084396,30.81
2022-11-24,MAGN_RU0009084396,30.92
2022-11-23,MAGN_RU0009084396,31.035
2022-11-22,MAGN_RU0009084396,31.24
2022-11-21,MAGN_RU0009084396,30.04
2022-11-18,MAGN_RU0009084396,30.15
2022-11-17,MAGN_RU0009084396,30.16
2022-11-16,MAGN_RU0009084396,30.505
2022-11-15,MAGN_RU0009084396,29.895
2022-11-14,MAGN_RU0009084396,30.99
2022-11-11,MAGN_RU0009084396,30.98
2022-11-10,MAGN_RU0009084396,31.22
2022-11-09,MAGN_RU0009084396,30.785
2022-11-08,MAGN_RU0009084396,32.285
2022-11-07,MAGN_RU0009084396,32.935
2022-11-03,MAGN_RU0009084396,31.5
2022-11-02,MAGN_RU0009084396,30.46
2022-11-01,MAGN_RU0009084396,31.085
2022-10-31,MAGN_RU0009084396,31.17
2022-10-28,MAGN_RU0009084396,32.03
2022-10-27,MAGN_RU0009084396,32.35
2022-10-26,MAGN_RU0009084396,30.545
2022-10-25,MAGN_RU0009084396,29.85
2022-10-24,MAGN_RU0009084396,29.53
2022-10-21,MAGN_RU0009084396,28.805
2022-10-20,MAGN_RU0009084396,28.04
2022-10-19,MAGN_RU0009084396,26.67
2022-10-18,MAGN_RU0009084396,27.575
2022-10-17,MAGN_RU0009084396,28.135
2022-10-14,MAGN_RU0009084396,26.155
2022-10-13,MAGN_RU0009084396,26.135
2022-10-12,MAGN_RU0009084396,26.42
2022-10-11,MAGN_RU0009084396,26.28
2022-10-10,MAGN_RU0009084396,25.35
2022-10-07,MAGN_RU0009084396,24.02
2022-10-06,MAGN_RU0009084396,24.93
2022-10-05,MAGN_RU0009084396,25.22
2022-10-04,MAGN_RU0009084396,25.29
2022-10-03,MAGN_RU0009084396,26.0
2022-09-30,MAGN_RU0009084396,24.24
2022-09-29,MAGN_RU0009084396,22.615
2022-09-28,MAGN_RU0009084396,23.185
2022-09-27,MAGN_RU0009084396,23.41
2022-09-26,MAGN_RU0009084396,23.16
2022-09-23,MAGN_RU0009084396,25.5
2022-09-22,MAGN_RU0009084396,28.23
2022-09-21,MAGN_RU0009084396,27.18
2022-09-20,MAGN_RU0009084396,28.22
2022-09-19,MAGN_RU0009084396,29.965
2022-09-16,MAGN_RU0009084396,30.23
2022-09-15,MAGN_RU0009084396,29.785
2022-09-14,MAGN_RU0009084396,29.27
2022-09-13,MAGN_RU0009084396,29.445
2022-09-12,MAGN_RU0009084396,29.73
2022-09-09,MAGN_RU0009084396,28.985
2022-09-08,MAGN_RU0009084396,28.66
2022-09-07,MAGN_RU0009084396,28.745
2022-09-06,MAGN_RU0009084396,29.17
2022-09-05,MAGN_RU0009084396,30.4
2022-09-02,MAGN_RU0009084396,30.0
2022-09-01,MAGN_RU0009084396,29.405
2022-08-31,MAGN_RU0009084396,29.22
2022-08-30,MAGN_RU0009084396,28.265
2022-08-29,MAGN_RU0009084396,28.16
2022-08-26,MAGN_RU0009084396,27.28
2022-08-25,MAGN_RU0009084396,26.82
2022-08-24,MAGN_RU0009084396,26.965
2022-08-23,MAGN_RU0009084396,27.105
2022-08-22,MAGN_RU0009084396,26.9
2022-08-19,MAGN_RU0009084396,27.0
2022-08-18,MAGN_RU0009084396,26.41
2022-08-17,MAGN_RU0009084396,26.725
2022-08-16,MAGN_RU0009084396,27.1
2022-08-15,MAGN_RU0009084396,27.015
2022-08-12,MAGN_RU0009084396,26.07
2022-08-11,MAGN_RU0009084396,25.28
2022-08-10,MAGN_RU0009084396,24.55
2022-08-09,MAGN_RU0009084396,24.27
2022-08-08,MAGN_RU0009084396,23.81
2022-08-05,MAGN_RU0009084396,23.46
2022-08-04,MAGN_RU0009084396,23.92
2022-08-03,MAGN_RU0009084396,24.12
2022-08-02,MAGN_RU0009084396,26.59
2022-08-01,MAGN_RU0009084396,27.8
2022-07-29,MAGN_RU0009084396,26.47
2022-07-28,MAGN_RU0009084396,26.61
2022-07-27,MAGN_RU0009084396,27.54
2022-07-26,MAGN_RU0009084396,27.46
2022-07-25,MAGN_RU0009084396,26.84
2022-07-22,MAGN_RU0009084396,26.53
2022-07-21,MAGN_RU0009084396,25.725
2022-07-20,MAGN_RU0009084396,26.175
2022-07-19,MAGN_RU0009084396,26.56
2022-07-18,MAGN_RU0009084396,27.11
2022-07-15,MAGN_RU0009084396,27.495
2022-07-14,MAGN_RU0009084396,27.97
2022-07-13,MAGN_RU0009084396,28.55
2022-07-12,MAGN_RU0009084396,29.99
2022-07-11,MAGN_RU0009084396,30.755
2022-07-08,MAGN_RU0009084396,31.5
2022-07-07,MAGN_RU0009084396,32.25
2022-07-06,MAGN_RU0009084396,32.16
2022-07-05,MAGN_RU0009084396,31.095
2022-07-04,MAGN_RU0009084396,31.31
2022-07-01,MAGN_RU0009084396,32.38
2022-06-30,MAGN_RU0009084396,32.095
2022-06-29,MAGN_RU0009084396,33.405
2022-06-28,MAGN_RU0009084396,33.01
2022-06-27,MAGN_RU0009084396,33.5
2022-06-24,MAGN_RU0009084396,33.845
2022-06-23,MAGN_RU0009084396,34.855
2022-06-22,MAGN_RU0009084396,33.89
2022-06-21,MAGN_RU0009084396,34.49
2022-06-20,MAGN_RU0009084396,34.3
2022-06-17,MAGN_RU0009084396,33.275
2022-06-16,MAGN_RU0009084396,33.2
2022-06-15,MAGN_RU0009084396,32.07
2022-06-14,MAGN_RU0009084396,30.82
2022-06-10,MAGN_RU0009084396,30.785
2022-06-09,MAGN_RU0009084396,30.895
2022-06-08,MAGN_RU0009084396,32.025
2022-06-07,MAGN_RU0009084396,31.38
2022-06-06,MAGN_RU0009084396,31.475
2022-06-03,MAGN_RU0009084396,33.02
2022-06-02,MAGN_RU0009084396,34.89
2022-06-01,MAGN_RU0009084396,35.55
2022-05-31,MAGN_RU0009084396,35.71
2022-05-30,MAGN_RU0009084396,36.95
2022-05-27,MAGN_RU0009084396,38.745
2022-05-26,MAGN_RU0009084396,38.915
2022-05-25,MAGN_RU0009084396,39.2
2022-05-24,MAGN_RU0009084396,38.37
2022-05-23,MAGN_RU0009084396,40.875
2022-05-20,MAGN_RU0009084396,43.345
2022-05-19,MAGN_RU0009084396,45.005
2022-05-18,MAGN_RU0009084396,45.75
2022-05-17,MAGN_RU0009084396,44.7
2022-05-16,MAGN_RU0009084396,43.535
2022-05-13,MAGN_RU0009084396,42.69
2022-05-12,MAGN_RU0009084396,42.7
2022-05-11,MAGN_RU0009084396,44.4
2022-05-06,MAGN_RU0009084396,43.905
2022-05-05,MAGN_RU0009084396,44.585
2022-05-04,MAGN_RU0009084396,44.005
2022-04-29,MAGN_RU0009084396,44.93
2022-04-28,MAGN_RU0009084396,43.65
2022-04-27,MAGN_RU0009084396,43.53
2022-04-26,MAGN_RU0009084396,42.475
2022-04-25,MAGN_RU0009084396,41.5
2022-04-22,MAGN_RU0009084396,42.0
2022-04-21,MAGN_RU0009084396,41.705
2022-04-20,MAGN_RU0009084396,40.5
2022-04-19,MAGN_RU0009084396,39.8
2022-04-18,MAGN_RU0009084396,39.58
2022-04-15,MAGN_RU0009084396,39.8
2022-04-14,MAGN_RU0009084396,39.905
2022-04-13,MAGN_RU0009084396,41.86
2022-04-12,MAGN_RU0009084396,42.325
2022-04-11,MAGN_RU0009084396,41.9
2022-04-08,MAGN_RU0009084396,42.88
2022-04-07,MAGN_RU0009084396,43.71
2022-04-06,MAGN_RU0009084396,42.84
2022-04-05,MAGN_RU0009084396,42.85
2022-04-04,MAGN_RU0009084396,45.36
2022-04-01,MAGN_RU0009084396,45.6
2022-03-31,MAGN_RU0009084396,43.9
2022-03-30,MAGN_RU0009084396,43.0
2022-03-29,MAGN_RU0009084396,41.8
2022-03-28,MAGN_RU0009084396,42.23
2022-03-25,MAGN_RU0009084396,43.8
2022-03-24,MAGN_RU0009084396,47.61
2022-02-25,MAGN_RU0009084396,47.675
2022-02-24,MAGN_RU0009084396,48.425
2022-02-22,MAGN_RU0009084396,57.3
2022-02-21,MAGN_RU0009084396,52.5
2022-02-18,MAGN_RU0009084396,61.485
2022-02-17,MAGN_RU0009084396,62.305
2022-02-16,MAGN_RU0009084396,65.1
2022-02-15,MAGN_RU0009084396,65.7
2022-02-14,MAGN_RU0009084396,63.54
2022-02-11,MAGN_RU0009084396,62.3
2022-02-10,MAGN_RU0009084396,64.6
2022-02-09,MAGN_RU0009084396,66.305
2022-02-08,MAGN_RU0009084396,63.25
2022-02-07,MAGN_RU0009084396,60.14
2022-02-04,MAGN_RU0009084396,59.8
2022-02-03,MAGN_RU0009084396,60.73
2022-02-02,MAGN_RU0009084396,61.35
2022-02-01,MAGN_RU0009084396,60.63
2022-01-31,MAGN_RU0009084396,61.65
2022-01-28,MAGN_RU0009084396,60.355
2022-01-27,MAGN_RU0009084396,59.1
2022-01-26,MAGN_RU0009084396,56.195
2022-01-25,MAGN_RU0009084396,56.65
2022-01-24,MAGN_RU0009084396,58.425
2022-01-21,MAGN_RU0009084396,62.185
2022-01-20,MAGN_RU0009084396,62.0
2022-01-19,MAGN_RU0009084396,62.915
2022-01-18,MAGN_RU0009084396,60.49
2022-01-17,MAGN_RU0009084396,64.5
2022-01-14,MAGN_RU0009084396,66.0
2022-01-13,MAGN_RU0009084396,67.38
2022-01-12,MAGN_RU0009084396,67.89
2022-01-11,MAGN_RU0009084396,69.96
2022-01-10,MAGN_RU0009084396,70.4
2022-01-06,MAGN_RU0009084396,71.17
2022-01-05,MAGN_RU0009084396,69.175
2022-01-04,MAGN_RU0009084396,71.4
2022-01-03,MAGN_RU0009084396,70.835
2021-12-30,MAGN_RU0009084396,69.65
2021-12-29,MAGN_RU0009084396,68.76
2021-12-28,MAGN_RU0009084396,69.01
2021-12-27,MAGN_RU0009084396,68.355
2021-12-24,MAGN_RU0009084396,66.74
2021-12-23,MAGN_RU0009084396,66.66
2021-12-22,MAGN_RU0009084396,66.26
2021-12-21,MAGN_RU0009084396,65.035
2021-12-20,MAGN_RU0009084396,65.14
2021-12-17,MAGN_RU0009084396,64.86
2021-12-16,MAGN_RU0009084396,63.405
2021-12-15,MAGN_RU0009084396,62.56
2021-12-14,MAGN_RU0009084396,61.14
2021-12-13,MAGN_RU0009084396,61.71
2021-12-10,MAGN_RU0009084396,64.2
2021-12-09,MAGN_RU0009084396,63.775
2021-12-08,MAGN_RU0009084396,62.155
2021-12-07,MAGN_RU0009084396,61.585
2021-12-06,MAGN_RU0009084396,61.545
2021-12-03,MAGN_RU0009084396,62.45
2021-12-02,MAGN_RU0009084396,62.485
2021-12-01,MAGN_RU0009084396,60.2
2021-11-30,MAGN_RU0009084396,59.66
2021-11-29,MAGN_RU0009084396,61.195
2021-11-26,MAGN_RU0009084396,61.16
2021-11-25,MAGN_RU0009084396,62.86
2021-11-24,MAGN_RU0009084396,62.43
2021-11-23,MAGN_RU0009084396,63.135
2021-11-22,MAGN_RU0009084396,62.435
2021-11-19,MAGN_RU0009084396,64.125
2021-11-18,MAGN_RU0009084396,65.27
2021-11-17,MAGN_RU0009084396,62.055
2021-11-16,MAGN_RU0009084396,61.86
2021-11-15,MAGN_RU0009084396,62.98
2021-11-12,MAGN_RU0009084396,63.555
2021-11-11,MAGN_RU0009084396,64.015
2021-11-10,MAGN_RU0009084396,63.85
2021-11-09,MAGN_RU0009084396,64.6
2021-11-08,MAGN_RU0009084396,64.3
2021-11-05,MAGN_RU0009084396,63.69
2021-11-03,MAGN_RU0009084396,65.155
2021-11-02,MAGN_RU0009084396,65.43
2021-11-01,MAGN_RU0009084396,67.165
2021-10-29,MAGN_RU0009084396,65.93
2021-10-28,MAGN_RU0009084396,66.305
2021-10-27,MAGN_RU0009084396,67.51
2021-10-26,MAGN_RU0009084396,68.5
2021-10-25,MAGN_RU0009084396,68.52
2021-10-22,MAGN_RU0009084396,70.21
2021-10-21,MAGN_RU0009084396,70.32
2021-10-20,MAGN_RU0009084396,69.31
2021-10-19,MAGN_RU0009084396,70.05
2021-10-18,MAGN_RU0009084396,69.93
2021-10-15,MAGN_RU0009084396,68.41
2021-10-14,MAGN_RU0009084396,69.535
2021-10-13,MAGN_RU0009084396,69.53
2021-10-12,MAGN_RU0009084396,71.59
2021-10-11,MAGN_RU0009084396,72.38
2021-10-08,MAGN_RU0009084396,71.44
2021-10-07,MAGN_RU0009084396,70.005
2021-10-06,MAGN_RU0009084396,69.78
2021-10-05,MAGN_RU0009084396,67.425
2021-10-04,MAGN_RU0009084396,67.16
2021-10-01,MAGN_RU0009084396,69.675
2021-09-30,MAGN_RU0009084396,68.375
2021-09-29,MAGN_RU0009084396,69.225
2021-09-28,MAGN_RU0009084396,70.645
2021-09-27,MAGN_RU0009084396,72.59
2021-09-24,MAGN_RU0009084396,73.14
2021-09-23,MAGN_RU0009084396,76.89
2021-09-22,MAGN_RU0009084396,78.33
2021-09-21,MAGN_RU0009084396,75.07
2021-09-20,MAGN_RU0009084396,72.155
2021-09-17,MAGN_RU0009084396,74.07
2021-09-16,MAGN_RU0009084396,76.215
2021-09-15,MAGN_RU0009084396,76.39
2021-09-14,MAGN_RU0009084396,76.1
2021-09-13,MAGN_RU0009084396,78.11
2021-09-10,MAGN_RU0009084396,78.245
2021-09-09,MAGN_RU0009084396,75.215
2021-09-08,MAGN_RU0009084396,77.99
2021-09-07,MAGN_RU0009084396,78.845
2021-09-06,MAGN_RU0009084396,79.21
2021-09-03,MAGN_RU0009084396,76.67
2021-09-02,MAGN_RU0009084396,76.92
2021-09-01,MAGN_RU0009084396,75.99
2021-08-31,MAGN_RU0009084396,73.845
2021-08-30,MAGN_RU0009084396,71.445
2021-08-27,MAGN_RU0009084396,71.38
2021-08-26,MAGN_RU0009084396,71.53
2021-08-25,MAGN_RU0009084396,71.855
2021-08-24,MAGN_RU0009084396,69.835
2021-08-23,MAGN_RU0009084396,69.14
2021-08-20,MAGN_RU0009084396,68.69
2021-08-19,MAGN_RU0009084396,66.315
2021-08-18,MAGN_RU0009084396,66.75
2021-08-17,MAGN_RU0009084396,67.24
2021-08-16,MAGN_RU0009084396,68.2
2021-08-13,MAGN_RU0009084396,68.545
2021-08-12,MAGN_RU0009084396,68.755
2021-08-11,MAGN_RU0009084396,68.83
2021-08-10,MAGN_RU0009084396,68.85
2021-08-09,MAGN_RU0009084396,67.53
2021-08-06,MAGN_RU0009084396,68.615
2021-08-05,MAGN_RU0009084396,70.235
2021-08-04,MAGN_RU0009084396,69.98
2021-08-03,MAGN_RU0009084396,69.155
2021-08-02,MAGN_RU0009084396,69.145
2021-07-30,MAGN_RU0009084396,68.795
2021-07-29,MAGN_RU0009084396,69.35
2021-07-28,MAGN_RU0009084396,68.85
2021-07-27,MAGN_RU0009084396,68.41
2021-07-26,MAGN_RU0009084396,67.175
2021-07-23,MAGN_RU0009084396,66.6
2021-07-22,MAGN_RU0009084396,65.3
2021-07-21,MAGN_RU0009084396,64.05
2021-07-20,MAGN_RU0009084396,63.015
2021-07-19,MAGN_RU0009084396,61.99
2021-07-16,MAGN_RU0009084396,62.0
