<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SU26230RMFS1,D,27/03/20,000000,105.78,107.78,105.529,106.645,9.677.562
SU26230RMFS1,D,30/03/20,000000,106,107.75,103.1,107.75,1.320.960
SU26230RMFS1,D,31/03/20,000000,106.988,109.799,106.982,109.1,1.800.429
SU26230RMFS1,D,01/04/20,000000,107.9,109.247,107.9,108.544,557.690
SU26230RMFS1,D,02/04/20,000000,108.984,110.039,107.03,108.35,1.888.596
SU26230RMFS1,D,03/04/20,000000,108.851,109.642,108.25,108.993,917.200
SU26230RMFS1,D,06/04/20,000000,109.54,109.667,108.901,109.42,711.510
SU26230RMFS1,D,07/04/20,000000,109.421,110.269,109.34,109.504,672.172
SU26230RMFS1,D,08/04/20,000000,109.93,109.93,108.832,109.301,71.990
SU26230RMFS1,D,09/04/20,000000,109.499,110.61,109.499,110.24,1.608.104
