<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SU26221RMFS0,D,02/04/20,000000,108.984,108.984,106.776,107.396,92.387
SU26221RMFS0,D,03/04/20,000000,108.927,108.996,107.55,107.99,250.989
SU26221RMFS0,D,06/04/20,000000,107.99,108.846,107.99,108.503,52.933
SU26221RMFS0,D,07/04/20,000000,108.699,108.85,108.18,108.55,136.290
SU26221RMFS0,D,08/04/20,000000,108.25,108.79,108.13,108.51,28.721
SU26221RMFS0,D,09/04/20,000000,108.509,108.996,108.509,108.799,319.751
SU26221RMFS0,D,10/04/20,000000,108.799,108.997,108.65,108.996,43.252
SU26221RMFS0,D,13/04/20,000000,108.997,109.11,108.6,108.895,17.036
SU26221RMFS0,D,14/04/20,000000,108.8,109.2,108.488,108.75,109.990
SU26221RMFS0,D,15/04/20,000000,108.513,108.939,107.766,108.086,41.081
SU26221RMFS0,D,16/04/20,000000,108.088,109.1,107.731,108.98,101.783
SU26221RMFS0,D,17/04/20,000000,108.997,112.197,108.994,112.197,1.660.443
SU26221RMFS0,D,20/04/20,000000,111.78,113.45,111.754,113.25,520.628
SU26221RMFS0,D,21/04/20,000000,113.01,113.139,110.8,111.363,393.073
SU26221RMFS0,D,22/04/20,000000,111.423,113.05,111.42,113.05,849.885
SU26221RMFS0,D,23/04/20,000000,113.001,113.83,113.001,113.457,358.914
SU26221RMFS0,D,24/04/20,000000,113.47,114.297,113.155,114.006,193.201
SU26221RMFS0,D,27/04/20,000000,114,114.297,113.61,113.65,1.171.761
SU26221RMFS0,D,28/04/20,000000,113.79,114.23,113.398,114.2,405.483
SU26221RMFS0,D,29/04/20,000000,114.2,114.41,113.758,113.917,649.700
SU26221RMFS0,D,30/04/20,000000,113.82,114.312,113.82,114.058,163.620
SU26221RMFS0,D,04/05/20,000000,114.489,114.489,113.6,113.75,2.518
SU26221RMFS0,D,05/05/20,000000,113.666,114.339,113.611,114.301,3.202
SU26221RMFS0,D,06/05/20,000000,114.031,114.488,113.905,113.905,12.891
SU26221RMFS0,D,07/05/20,000000,113.904,114.119,113.51,113.92,49.295
SU26221RMFS0,D,08/05/20,000000,113.975,114.599,113.716,114.599,24.534
SU26221RMFS0,D,12/05/20,000000,115.062,115.189,114.601,114.863,13.924
SU26221RMFS0,D,13/05/20,000000,114.711,115.011,114.711,115.011,4.728
SU26221RMFS0,D,14/05/20,000000,115.011,115.68,114.8,115.68,19.506
SU26221RMFS0,D,15/05/20,000000,115.71,118.9,115.472,117.523,271.470
SU26221RMFS0,D,18/05/20,000000,118.2,119.05,117.561,118.51,3.646.382
SU26221RMFS0,D,19/05/20,000000,119.047,119.047,118.2,118.556,335.128
SU26221RMFS0,D,20/05/20,000000,118.916,119.39,118.519,118.908,46.278
SU26221RMFS0,D,21/05/20,000000,118.9,119.24,118.773,119.142,37.920
SU26221RMFS0,D,22/05/20,000000,119.142,119.191,118.401,118.549,10.522
SU26221RMFS0,D,25/05/20,000000,118.928,118.928,118.3,118.849,39.489
SU26221RMFS0,D,26/05/20,000000,118.845,118.949,118.385,118.562,13.662
SU26221RMFS0,D,27/05/20,000000,118.562,118.635,117.58,117.811,136.813
SU26221RMFS0,D,28/05/20,000000,118.1,118.306,117.604,118.2,214.344
SU26221RMFS0,D,29/05/20,000000,117.903,118.306,117.833,117.9,119.256
SU26221RMFS0,D,01/06/20,000000,118.589,118.693,117.901,118.108,111.730
SU26221RMFS0,D,02/06/20,000000,118.108,118.577,117.96,118.08,7.646
SU26221RMFS0,D,03/06/20,000000,117.981,118.499,117.659,117.672,21.076
SU26221RMFS0,D,04/06/20,000000,117.605,117.7,116.665,117.091,26.791
SU26221RMFS0,D,05/06/20,000000,117.09,117.687,115.811,116.294,430.789
SU26221RMFS0,D,08/06/20,000000,116.298,117.2,115.3,115.4,637.551
SU26221RMFS0,D,09/06/20,000000,115.407,116.819,114.701,116.417,247.254
SU26221RMFS0,D,10/06/20,000000,115.753,116.9,115.753,116.4,161.015
SU26221RMFS0,D,11/06/20,000000,116.501,116.99,116.15,116.768,498.937
SU26221RMFS0,D,15/06/20,000000,116.316,116.763,115.805,116.425,14.899
SU26221RMFS0,D,16/06/20,000000,116.435,117.5,116.42,117.349,155.601
SU26221RMFS0,D,17/06/20,000000,117.004,117.851,117.004,117.4,543.936
SU26221RMFS0,D,18/06/20,000000,117.769,117.898,117.347,117.82,11.746
SU26221RMFS0,D,19/06/20,000000,117.48,118.711,117.48,117.806,73.829
SU26221RMFS0,D,22/06/20,000000,118.002,118.002,116.921,117.012,274.983
SU26221RMFS0,D,23/06/20,000000,117.999,117.999,115.29,116.902,273.731
SU26221RMFS0,D,25/06/20,000000,116.901,117.4,116,116.1,484.125
SU26221RMFS0,D,26/06/20,000000,116.101,116.483,116.008,116.449,7.589
SU26221RMFS0,D,29/06/20,000000,116.467,116.47,116,116.21,56.836
SU26221RMFS0,D,30/06/20,000000,116.338,116.338,114.201,114.653,1.173.643
SU26221RMFS0,D,02/07/20,000000,114.895,115.698,114.654,114.762,177.496
SU26221RMFS0,D,03/07/20,000000,115.09,115.09,113.3,113.502,411.540
SU26221RMFS0,D,06/07/20,000000,114.599,114.7,113.05,113.936,159.233
SU26221RMFS0,D,07/07/20,000000,113.95,114.7,113.05,114.3,155.505
SU26221RMFS0,D,08/07/20,000000,114.111,114.917,114.074,114.888,491.610
SU26221RMFS0,D,09/07/20,000000,114.9,115.768,114.9,115.5,182.886
SU26221RMFS0,D,10/07/20,000000,115.75,115.75,114.314,115.305,110.396
SU26221RMFS0,D,13/07/20,000000,115.01,115.8,115.002,115.542,32.771
SU26221RMFS0,D,14/07/20,000000,117.5,117.5,115.3,115.646,40.561
SU26221RMFS0,D,15/07/20,000000,115.646,115.81,115,115,114.886
SU26221RMFS0,D,16/07/20,000000,115.379,115.379,114.8,115.023,21.298
SU26221RMFS0,D,17/07/20,000000,114.904,115.236,114.55,115.236,338.136
SU26221RMFS0,D,20/07/20,000000,115.236,115.625,114.822,115.625,8.084
SU26221RMFS0,D,21/07/20,000000,115.599,116.14,115.599,116.05,523.574
SU26221RMFS0,D,22/07/20,000000,117,117,115.811,116,33.496
SU26221RMFS0,D,23/07/20,000000,116.178,116.179,115.515,115.84,281.179
SU26221RMFS0,D,24/07/20,000000,115.8,115.997,115.001,115.934,106.690
SU26221RMFS0,D,27/07/20,000000,115.934,116.14,114.429,115.5,20.964
SU26221RMFS0,D,28/07/20,000000,115.5,115.887,115,115.201,32.625
SU26221RMFS0,D,29/07/20,000000,115.288,115.29,114.72,114.74,118.462
SU26221RMFS0,D,30/07/20,000000,115.979,115.979,114.1,114.5,187.306
SU26221RMFS0,D,31/07/20,000000,114.379,114.835,114.291,114.421,12.969
SU26221RMFS0,D,03/08/20,000000,114.151,115.27,114.151,114.871,19.478
SU26221RMFS0,D,04/08/20,000000,115.697,115.698,114.554,115.001,17.692
SU26221RMFS0,D,05/08/20,000000,115.001,115.4,115.001,115.208,16.369
SU26221RMFS0,D,06/08/20,000000,115.211,115.376,114.66,114.808,87.482
SU26221RMFS0,D,07/08/20,000000,114.808,115.4,114.553,114.65,9.153
SU26221RMFS0,D,10/08/20,000000,114.896,114.896,114.528,114.799,5.932
SU26221RMFS0,D,11/08/20,000000,115.45,115.45,114.6,114.67,29.090
SU26221RMFS0,D,12/08/20,000000,114.896,114.896,114.5,114.505,11.018
SU26221RMFS0,D,13/08/20,000000,114.749,114.749,114.29,114.527,13.798
SU26221RMFS0,D,14/08/20,000000,114.7,114.7,113.839,113.839,9.030
SU26221RMFS0,D,17/08/20,000000,114.5,115.298,112.022,112.172,53.782
SU26221RMFS0,D,18/08/20,000000,112.173,113.17,111.82,113.17,144.026
SU26221RMFS0,D,19/08/20,000000,112.303,113.603,112.303,113.302,25.829
SU26221RMFS0,D,20/08/20,000000,114,114,112.72,113.097,13.612
SU26221RMFS0,D,21/08/20,000000,112.984,113.128,112,112.109,138.700
SU26221RMFS0,D,24/08/20,000000,112.1,112.92,112.1,112.694,138.318
SU26221RMFS0,D,25/08/20,000000,113.416,113.416,111.932,112.24,27.532
SU26221RMFS0,D,26/08/20,000000,112,112.238,111.66,112.2,29.140
SU26221RMFS0,D,27/08/20,000000,112.695,112.78,112.203,112.78,73.784
SU26221RMFS0,D,28/08/20,000000,112.781,113.065,112.404,112.988,41.601
SU26221RMFS0,D,31/08/20,000000,113.3,113.3,112.861,112.931,358.501
SU26221RMFS0,D,01/09/20,000000,113.148,113.42,112.951,113.411,23.015
SU26221RMFS0,D,02/09/20,000000,113.42,113.42,111.8,111.96,83.071
SU26221RMFS0,D,03/09/20,000000,111.804,112.5,111.804,112.371,184.767
SU26221RMFS0,D,04/09/20,000000,112.27,112.749,112.021,112.686,38.886
SU26221RMFS0,D,07/09/20,000000,112.371,112.686,112.02,112.301,12.672
SU26221RMFS0,D,08/09/20,000000,112.301,112.439,111.7,111.787,17.526
SU26221RMFS0,D,09/09/20,000000,111.787,112.394,111.524,112.394,279.024
SU26221RMFS0,D,10/09/20,000000,112.394,112.975,112.102,112.883,52.213
SU26221RMFS0,D,11/09/20,000000,112.407,112.873,112.114,112.488,220.954
SU26221RMFS0,D,14/09/20,000000,112.4,112.492,111.88,112.275,20.548
SU26221RMFS0,D,15/09/20,000000,112.39,112.553,112,112.553,4.011
SU26221RMFS0,D,16/09/20,000000,112.569,112.569,112.121,112.499,68.861
SU26221RMFS0,D,17/09/20,000000,112.565,112.565,112.123,112.445,2.739
SU26221RMFS0,D,18/09/20,000000,112.549,112.554,112.05,112.05,61.234
SU26221RMFS0,D,21/09/20,000000,112.009,112.567,111.468,111.767,29.819
SU26221RMFS0,D,22/09/20,000000,111.945,112,111.45,111.635,86.341
SU26221RMFS0,D,23/09/20,000000,112.189,112.189,111.35,111.573,10.258
SU26221RMFS0,D,24/09/20,000000,111.573,111.584,111.02,111.524,10.987
SU26221RMFS0,D,25/09/20,000000,111.532,111.8,111.301,111.595,8.372
SU26221RMFS0,D,28/09/20,000000,111.5,111.711,111.01,111.14,14.950
SU26221RMFS0,D,29/09/20,000000,111.997,111.997,111.004,111.439,9.544
SU26221RMFS0,D,30/09/20,000000,111.989,111.989,111.237,111.75,14.739
SU26221RMFS0,D,01/10/20,000000,111.99,112.137,111.791,112.13,17.484
SU26221RMFS0,D,02/10/20,000000,112.097,112.33,111.67,112.33,63.922
SU26221RMFS0,D,05/10/20,000000,112.65,112.99,112.12,112.469,13.778
SU26221RMFS0,D,06/10/20,000000,112.528,112.79,112.183,112.784,23.695
SU26221RMFS0,D,07/10/20,000000,112.784,112.999,112.367,112.999,22.773
SU26221RMFS0,D,08/10/20,000000,112.841,113.85,112.841,113.647,430.326
SU26221RMFS0,D,09/10/20,000000,113.647,114.199,113.461,113.64,350.353
SU26221RMFS0,D,12/10/20,000000,113.62,113.8,113.239,113.748,31.146
SU26221RMFS0,D,13/10/20,000000,113.748,113.748,113.31,113.679,33.788
SU26221RMFS0,D,14/10/20,000000,113.494,113.769,113.143,113.389,20.214
SU26221RMFS0,D,15/10/20,000000,113.142,113.559,112.911,113.115,2.173
SU26221RMFS0,D,16/10/20,000000,112.911,113.41,112.74,112.742,16.950
SU26221RMFS0,D,19/10/20,000000,113.17,113.51,112.832,113.449,31.795
SU26221RMFS0,D,20/10/20,000000,113.449,113.449,113.1,113.345,101.641
SU26221RMFS0,D,21/10/20,000000,113.509,113.863,113.25,113.44,63.474
SU26221RMFS0,D,22/10/20,000000,113.84,113.84,113.105,113.36,150.976
SU26221RMFS0,D,23/10/20,000000,113.439,113.587,113.104,113.449,55.023
SU26221RMFS0,D,26/10/20,000000,113.584,113.584,112.999,113.196,3.078
SU26221RMFS0,D,27/10/20,000000,113.367,113.367,112.86,112.9,57.830
SU26221RMFS0,D,28/10/20,000000,113.116,113.116,112.151,112.49,19.713
SU26221RMFS0,D,29/10/20,000000,112.5,112.5,111.88,112,569.049
SU26221RMFS0,D,30/10/20,000000,112,112.2,111.5,111.617,521.689
SU26221RMFS0,D,02/11/20,000000,111.689,111.689,110.35,110.549,802.680
SU26221RMFS0,D,03/11/20,000000,110.55,111.24,110.55,110.892,323.652
SU26221RMFS0,D,05/11/20,000000,111.755,113.199,110.551,113.199,321.606
SU26221RMFS0,D,06/11/20,000000,112.822,113.88,112.822,113.798,39.792
SU26221RMFS0,D,09/11/20,000000,113.2,114.29,113.2,114.197,327.322
SU26221RMFS0,D,10/11/20,000000,114.198,114.198,113.423,113.776,15.119
SU26221RMFS0,D,11/11/20,000000,113.511,113.996,113.511,113.889,107.799
SU26221RMFS0,D,12/11/20,000000,113.999,113.999,113.402,113.955,314.173
SU26221RMFS0,D,13/11/20,000000,113.997,114.4,113.682,113.994,236.119
SU26221RMFS0,D,16/11/20,000000,113.711,114.298,113.711,114.298,81.108
SU26221RMFS0,D,17/11/20,000000,114.5,114.5,114.006,114.147,2.050
SU26221RMFS0,D,18/11/20,000000,114.147,114.25,114.005,114.15,6.669
SU26221RMFS0,D,19/11/20,000000,114.348,114.348,113.9,114.18,766
SU26221RMFS0,D,20/11/20,000000,114.18,114.398,113.921,114.215,38.247
SU26221RMFS0,D,23/11/20,000000,114.221,114.221,113.881,114.218,50.443
SU26221RMFS0,D,24/11/20,000000,113.875,114.324,113.503,114.324,71.881
SU26221RMFS0,D,25/11/20,000000,114.324,114.448,113.509,114.15,107.119
SU26221RMFS0,D,26/11/20,000000,114.15,114.474,113.821,114.129,3.359
SU26221RMFS0,D,27/11/20,000000,114.11,114.22,113.719,114.1,189.302
SU26221RMFS0,D,30/11/20,000000,114.176,114.176,113.672,113.949,2.033
SU26221RMFS0,D,01/12/20,000000,114.099,114.11,113.682,113.95,13.169
SU26221RMFS0,D,02/12/20,000000,114.119,114.119,113.75,113.96,8.874
SU26221RMFS0,D,03/12/20,000000,113.99,114.099,113.53,114.095,10.456
SU26221RMFS0,D,04/12/20,000000,114.095,114.149,113.5,114.138,290.777
SU26221RMFS0,D,07/12/20,000000,114.095,114.295,113.801,114.295,70.463
SU26221RMFS0,D,08/12/20,000000,113.952,114.399,113.726,114.34,77.664
SU26221RMFS0,D,09/12/20,000000,114.35,114.35,114.104,114.249,47.451
SU26221RMFS0,D,10/12/20,000000,114.014,114.218,113.752,113.77,72.885
SU26221RMFS0,D,11/12/20,000000,114.03,114.03,113.571,113.75,63.990
SU26221RMFS0,D,14/12/20,000000,113.609,113.993,113.6,113.866,25.598
SU26221RMFS0,D,15/12/20,000000,113.866,113.866,113.53,113.791,10.901
SU26221RMFS0,D,16/12/20,000000,113.6,113.98,113.6,113.925,81.399
SU26221RMFS0,D,17/12/20,000000,113.799,113.887,113.651,113.88,5.736
SU26221RMFS0,D,18/12/20,000000,113.998,113.998,113.48,113.657,62.013
SU26221RMFS0,D,21/12/20,000000,113.317,113.75,112.57,112.769,29.712
SU26221RMFS0,D,22/12/20,000000,112.769,112.96,112.337,112.884,17.546
SU26221RMFS0,D,23/12/20,000000,113.398,113.398,112.502,112.73,34.147
SU26221RMFS0,D,24/12/20,000000,112.7,112.73,112.4,112.671,3.699
SU26221RMFS0,D,25/12/20,000000,112.5,112.8,112.45,112.79,13.793
SU26221RMFS0,D,28/12/20,000000,112.436,112.747,112.004,112.747,56.763
SU26221RMFS0,D,29/12/20,000000,112.747,112.802,112.3,112.715,179.202
SU26221RMFS0,D,30/12/20,000000,112.451,112.801,112.451,112.7,122.320
SU26221RMFS0,D,04/01/21,000000,113,113,112.7,112.899,3.802
SU26221RMFS0,D,05/01/21,000000,113.329,113.329,112.588,112.899,6.784
SU26221RMFS0,D,06/01/21,000000,113.297,113.297,112.7,112.86,4.534
SU26221RMFS0,D,08/01/21,000000,112.799,113,112.701,112.974,4.548
SU26221RMFS0,D,11/01/21,000000,112.974,113,112.15,112.319,18.796
SU26221RMFS0,D,12/01/21,000000,112.898,112.898,112.261,112.67,27.090
SU26221RMFS0,D,13/01/21,000000,112.67,112.789,112.12,112.123,14.478
SU26221RMFS0,D,14/01/21,000000,112.899,112.899,111.802,111.82,15.307
SU26221RMFS0,D,15/01/21,000000,111.882,112.169,110.75,111.001,60.681
SU26221RMFS0,D,18/01/21,000000,110.591,111.7,110.591,110.601,32.565
SU26221RMFS0,D,19/01/21,000000,110.335,111.198,110.335,111.084,10.780
SU26221RMFS0,D,20/01/21,000000,111.43,111.538,110.603,111.283,32.535
SU26221RMFS0,D,21/01/21,000000,111.119,111.299,110.8,110.949,48.321
SU26221RMFS0,D,22/01/21,000000,110.819,110.819,109.8,109.99,20.602
SU26221RMFS0,D,25/01/21,000000,109.902,110.992,109.902,110.229,69.449
SU26221RMFS0,D,26/01/21,000000,110.081,110.43,109.904,110.26,265.477
SU26221RMFS0,D,27/01/21,000000,110.59,110.59,109.75,109.936,790.584
SU26221RMFS0,D,28/01/21,000000,110.159,110.159,109.401,109.99,12.823
SU26221RMFS0,D,29/01/21,000000,110.496,110.496,109.6,110,149.600
SU26221RMFS0,D,01/02/21,000000,110.3,110.359,109.901,110.358,9.171
SU26221RMFS0,D,02/02/21,000000,110.5,110.888,109.922,109.931,13.180
SU26221RMFS0,D,03/02/21,000000,109.933,110.642,109.4,109.697,219.333
SU26221RMFS0,D,04/02/21,000000,109.85,110.138,109.65,109.796,1.159.377
SU26221RMFS0,D,05/02/21,000000,109.825,110.63,109.422,110.628,532.169
SU26221RMFS0,D,08/02/21,000000,110.59,110.877,110.011,110.487,333.111
SU26221RMFS0,D,09/02/21,000000,110.639,110.64,109.802,110.238,167.140
SU26221RMFS0,D,10/02/21,000000,110.48,110.48,109.6,110.018,26.586
SU26221RMFS0,D,11/02/21,000000,110,110.2,109.05,109.39,17.461
SU26221RMFS0,D,12/02/21,000000,109.599,109.599,108.5,108.501,126.459
SU26221RMFS0,D,15/02/21,000000,109.377,109.377,107.85,107.878,42.019
SU26221RMFS0,D,16/02/21,000000,108.024,108.415,106.83,107.001,605.714
SU26221RMFS0,D,17/02/21,000000,107.276,107.697,105.9,107.312,1.238.431
SU26221RMFS0,D,18/02/21,000000,107.597,107.948,107.201,107.547,133.595
SU26221RMFS0,D,19/02/21,000000,107.081,107.987,106.8,107.051,319.211
SU26221RMFS0,D,20/02/21,000000,107.986,107.986,106.805,107.1,3.988
SU26221RMFS0,D,22/02/21,000000,107.7,107.7,106.578,106.578,4.733
SU26221RMFS0,D,24/02/21,000000,106.579,107.537,106.21,107.22,12.759
SU26221RMFS0,D,25/02/21,000000,107.22,107.25,106.652,106.748,455.304
SU26221RMFS0,D,26/02/21,000000,107.191,107.191,106.15,106.368,665.445
SU26221RMFS0,D,01/03/21,000000,106.946,106.946,106.088,106.8,46.685
SU26221RMFS0,D,02/03/21,000000,106.8,107.737,106.451,107.689,179.015
SU26221RMFS0,D,03/03/21,000000,107.899,108.098,107.004,108.098,48.927
SU26221RMFS0,D,04/03/21,000000,108.129,108.88,108.091,108.765,943.676
SU26221RMFS0,D,05/03/21,000000,108.565,108.565,107.605,107.71,36.386
SU26221RMFS0,D,09/03/21,000000,106.986,108.248,106.986,107.781,18.571
SU26221RMFS0,D,10/03/21,000000,108.497,108.499,107.3,107.59,54.101
SU26221RMFS0,D,11/03/21,000000,107.2,107.697,106.86,107.288,15.713
SU26221RMFS0,D,12/03/21,000000,106.804,107.279,106.6,106.6,2.220.434
SU26221RMFS0,D,15/03/21,000000,106.888,106.896,106.499,106.698,50.617
SU26221RMFS0,D,16/03/21,000000,106.698,106.894,106.048,106.691,13.246
SU26221RMFS0,D,17/03/21,000000,106.999,106.999,106.047,106.148,170.320
SU26221RMFS0,D,18/03/21,000000,106.379,106.476,105.291,105.4,247.339
SU26221RMFS0,D,19/03/21,000000,105.579,105.786,105,105.205,57.903
SU26221RMFS0,D,22/03/21,000000,105.202,105.437,104.501,104.827,69.687
SU26221RMFS0,D,23/03/21,000000,104.827,105.2,103.25,103.94,730.194
SU26221RMFS0,D,24/03/21,000000,104.7,104.9,103.901,104.404,51.073
SU26221RMFS0,D,25/03/21,000000,104.561,105.429,104.3,105.012,53.949
SU26221RMFS0,D,26/03/21,000000,105.139,106.08,105.139,105.941,515.656
SU26221RMFS0,D,29/03/21,000000,105.511,106.099,105.5,105.99,643.095
SU26221RMFS0,D,30/03/21,000000,106.089,106.089,105,105.198,274.001
SU26221RMFS0,D,31/03/21,000000,105.198,105.752,105.1,105.5,2.104.008
SU26221RMFS0,D,01/04/21,000000,105.4,105.597,105,105.099,283.392
SU26221RMFS0,D,02/04/21,000000,104.903,105.9,104.902,105.15,61.113
SU26221RMFS0,D,05/04/21,000000,105.891,105.891,104.9,105.15,23.439
SU26221RMFS0,D,06/04/21,000000,105.5,105.5,104.25,104.297,373.438
SU26221RMFS0,D,07/04/21,000000,105.089,105.089,103.446,103.79,563.912
SU26221RMFS0,D,08/04/21,000000,104.3,104.75,103.503,103.7,74.847
SU26221RMFS0,D,09/04/21,000000,103.9,103.9,103.22,103.45,508.123
SU26221RMFS0,D,12/04/21,000000,103.452,103.909,102.98,103.849,43.090
SU26221RMFS0,D,13/04/21,000000,103.354,104.496,103.354,103.874,195.576
SU26221RMFS0,D,14/04/21,000000,104.294,105.356,103.875,105.15,2.422.966
SU26221RMFS0,D,15/04/21,000000,105.15,105.39,103.501,104.998,504.852
SU26221RMFS0,D,16/04/21,000000,105.3,106.38,104.863,105.6,1.235.972
SU26221RMFS0,D,19/04/21,000000,106.212,106.212,104.648,105.246,2.273.821
SU26221RMFS0,D,20/04/21,000000,105.246,105.7,104.76,105.245,516.009
SU26221RMFS0,D,21/04/21,000000,105.737,105.737,105.002,105.495,7.681
SU26221RMFS0,D,22/04/21,000000,105.495,106.3,105.1,105.9,702.498
SU26221RMFS0,D,23/04/21,000000,105.9,106.099,105.3,105.898,166.886
SU26221RMFS0,D,26/04/21,000000,105.739,106.298,105.504,105.9,33.270
SU26221RMFS0,D,27/04/21,000000,106.28,106.28,105.4,105.6,4.551
SU26221RMFS0,D,28/04/21,000000,105.3,106.298,105.152,105.328,9.171
SU26221RMFS0,D,29/04/21,000000,105.966,105.969,105.001,105.063,713.279
SU26221RMFS0,D,30/04/21,000000,105.064,105.336,104.933,105.182,59.477
SU26221RMFS0,D,04/05/21,000000,105.182,105.599,104.85,105.599,27.203
SU26221RMFS0,D,05/05/21,000000,105.599,105.7,105.146,105.499,5.573
SU26221RMFS0,D,06/05/21,000000,105.594,105.656,105.333,105.5,17.154
SU26221RMFS0,D,07/05/21,000000,105.7,105.706,105.353,105.662,28.051
SU26221RMFS0,D,10/05/21,000000,105.403,105.703,105.403,105.639,724
SU26221RMFS0,D,11/05/21,000000,105.639,105.707,105.146,105.198,3.373
