<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SU26218RMFS6,D,13/04/20,000000,114.88,115.263,114.68,114.998,14.539
SU26218RMFS6,D,14/04/20,000000,114.998,115.421,114.804,114.998,20.149
SU26218RMFS6,D,15/04/20,000000,114.415,114.945,113.812,114.115,27.851
SU26218RMFS6,D,16/04/20,000000,114.179,114.99,113.662,114.99,29.344
SU26218RMFS6,D,17/04/20,000000,115.2,117.997,114.904,117.996,61.631
SU26218RMFS6,D,20/04/20,000000,117.998,119.21,117.316,118.899,64.367
SU26218RMFS6,D,21/04/20,000000,118.56,118.76,116.861,117.499,576.275
SU26218RMFS6,D,22/04/20,000000,117.263,118.652,117.26,118.652,71.301
SU26218RMFS6,D,23/04/20,000000,118.652,119.967,118.652,119.325,88.764
SU26218RMFS6,D,24/04/20,000000,119.326,120.246,119.001,119.999,196.367
SU26218RMFS6,D,27/04/20,000000,119.612,120.179,119.6,119.6,183.774
SU26218RMFS6,D,28/04/20,000000,119.601,119.997,119.251,119.961,33.977
SU26218RMFS6,D,29/04/20,000000,119.997,120,119.72,119.948,48.280
SU26218RMFS6,D,30/04/20,000000,119.998,120.173,119.373,119.99,39.972
SU26218RMFS6,D,04/05/20,000000,120,120.211,119.515,119.668,12.321
SU26218RMFS6,D,05/05/20,000000,119.926,119.98,119.7,119.9,8.125
SU26218RMFS6,D,06/05/20,000000,119.55,120,119.534,119.75,165.314
SU26218RMFS6,D,07/05/20,000000,119.775,120.015,119.689,119.84,12.021
SU26218RMFS6,D,08/05/20,000000,119.49,120.497,119.49,120.459,31.985
SU26218RMFS6,D,12/05/20,000000,120.307,121.079,120.304,120.979,169.129
SU26218RMFS6,D,13/05/20,000000,121.092,121.097,120.82,120.87,217.681
SU26218RMFS6,D,14/05/20,000000,121.039,121.75,120.77,121.518,179.839
SU26218RMFS6,D,15/05/20,000000,121.618,124.178,121.618,124.169,310.532
SU26218RMFS6,D,18/05/20,000000,124.209,124.878,123.997,124.848,25.251
SU26218RMFS6,D,19/05/20,000000,124.47,124.799,124.3,124.699,62.756
SU26218RMFS6,D,20/05/20,000000,124.453,124.999,124.452,124.978,26.976
SU26218RMFS6,D,21/05/20,000000,124.75,125.218,124.75,125.196,28.968
SU26218RMFS6,D,22/05/20,000000,124.988,125.137,124.601,124.8,40.856
SU26218RMFS6,D,25/05/20,000000,124.442,125.194,124.442,124.973,12.891
SU26218RMFS6,D,26/05/20,000000,125.093,125.18,124.702,124.892,4.375
SU26218RMFS6,D,27/05/20,000000,124.49,125.042,124.002,124.06,9.940
SU26218RMFS6,D,28/05/20,000000,124.1,124.499,123.998,124.465,47.090
SU26218RMFS6,D,29/05/20,000000,124.568,124.881,124,124.516,642.060
SU26218RMFS6,D,01/06/20,000000,124.124,124.847,124.124,124.558,64.482
SU26218RMFS6,D,02/06/20,000000,124.877,125,124.508,124.777,59.565
SU26218RMFS6,D,03/06/20,000000,124.779,124.779,122.703,124.105,42.520
SU26218RMFS6,D,04/06/20,000000,124.6,124.6,123.301,123.779,379.427
SU26218RMFS6,D,05/06/20,000000,124.163,124.17,122.52,123.261,257.683
SU26218RMFS6,D,08/06/20,000000,122.912,123.699,122.349,122.698,15.522
SU26218RMFS6,D,09/06/20,000000,122.849,123.301,121.959,123.154,562.629
SU26218RMFS6,D,10/06/20,000000,123.4,124.997,122.8,122.8,101.985
SU26218RMFS6,D,11/06/20,000000,123.422,123.43,122.709,123.26,69.088
SU26218RMFS6,D,15/06/20,000000,124.893,124.893,122.478,122.992,3.895
SU26218RMFS6,D,16/06/20,000000,121.564,123.8,121.564,123.798,116.748
SU26218RMFS6,D,17/06/20,000000,123.372,124.199,123.372,123.895,61.110
SU26218RMFS6,D,18/06/20,000000,123.895,124.432,123.68,124.383,84.660
SU26218RMFS6,D,19/06/20,000000,124.498,124.95,123.844,123.999,230.226
SU26218RMFS6,D,22/06/20,000000,124.004,124.217,122.955,122.956,170.245
SU26218RMFS6,D,23/06/20,000000,123.499,123.52,123.042,123.387,764.598
SU26218RMFS6,D,25/06/20,000000,122.761,123.19,122.363,122.914,171.795
SU26218RMFS6,D,26/06/20,000000,122.551,123.08,122.551,123,12.716
SU26218RMFS6,D,29/06/20,000000,123.08,123.08,122.594,122.6,6.282
SU26218RMFS6,D,30/06/20,000000,122.601,122.899,120.69,120.69,132.612
SU26218RMFS6,D,02/07/20,000000,121,121.769,120.701,121.495,145.911
SU26218RMFS6,D,03/07/20,000000,121.624,121.629,119.72,120.119,59.998
SU26218RMFS6,D,06/07/20,000000,120.12,120.507,119.83,120.2,59.993
SU26218RMFS6,D,07/07/20,000000,120.979,121.351,119.802,121.248,115.623
SU26218RMFS6,D,08/07/20,000000,121.7,121.7,120.79,121.69,7.568
SU26218RMFS6,D,09/07/20,000000,121.46,122.493,121.46,122.131,118.685
SU26218RMFS6,D,10/07/20,000000,121.927,122.241,121.927,122.099,1.988
SU26218RMFS6,D,13/07/20,000000,122.216,122.216,121.69,122.1,42.236
SU26218RMFS6,D,14/07/20,000000,122.199,122.199,121.73,122.149,23.458
SU26218RMFS6,D,15/07/20,000000,122.146,122.299,121.897,121.98,5.749
SU26218RMFS6,D,16/07/20,000000,121.587,121.82,121.5,121.551,305.236
SU26218RMFS6,D,17/07/20,000000,121.922,121.922,121.425,121.709,13.936
SU26218RMFS6,D,20/07/20,000000,122.183,122.183,121.523,121.98,2.639
SU26218RMFS6,D,21/07/20,000000,122.15,122.3,121.801,122.295,514.229
SU26218RMFS6,D,22/07/20,000000,122.294,122.4,122.09,122.369,8.272
SU26218RMFS6,D,23/07/20,000000,122.115,122.528,121.966,121.966,41.966
SU26218RMFS6,D,24/07/20,000000,121.94,122.15,121.012,121.903,352.200
SU26218RMFS6,D,27/07/20,000000,121.622,122.329,121.622,121.919,11.507
SU26218RMFS6,D,28/07/20,000000,121.631,122.296,121.099,121.7,18.893
SU26218RMFS6,D,29/07/20,000000,121.818,121.82,121.054,121.389,30.601
SU26218RMFS6,D,30/07/20,000000,121.501,122,120.25,120.847,201.498
SU26218RMFS6,D,31/07/20,000000,121.069,121.23,120.701,120.86,55.564
SU26218RMFS6,D,03/08/20,000000,121.11,121.67,120.75,121.27,92.724
SU26218RMFS6,D,04/08/20,000000,121.667,121.669,121.142,121.35,10.544
SU26218RMFS6,D,05/08/20,000000,121.597,121.998,121.1,121.39,26.244
SU26218RMFS6,D,06/08/20,000000,121.557,121.559,121,121.099,16.692
SU26218RMFS6,D,07/08/20,000000,121.46,121.46,120.84,121.001,218.096
SU26218RMFS6,D,10/08/20,000000,121.287,121.33,120.863,121.277,11.816
SU26218RMFS6,D,11/08/20,000000,121.244,121.456,121.07,121.351,32.975
SU26218RMFS6,D,12/08/20,000000,121.499,121.499,120.855,120.89,33.736
SU26218RMFS6,D,13/08/20,000000,121.287,121.287,120.66,120.853,10.871
SU26218RMFS6,D,14/08/20,000000,120.9,120.9,119.04,120.28,205.639
SU26218RMFS6,D,17/08/20,000000,120.499,120.499,118.076,118.25,24.778
SU26218RMFS6,D,18/08/20,000000,118.38,119.32,118.38,119.32,41.596
SU26218RMFS6,D,19/08/20,000000,119.3,120,119.159,119.599,31.493
SU26218RMFS6,D,20/08/20,000000,119.5,119.78,118.999,119,15.650
SU26218RMFS6,D,21/08/20,000000,118.475,119.274,117.22,118.508,20.753
SU26218RMFS6,D,24/08/20,000000,118.306,119.019,118.306,118.72,4.912
SU26218RMFS6,D,25/08/20,000000,118.48,120.4,118.32,118.747,33.817
SU26218RMFS6,D,26/08/20,000000,118.534,118.782,118.01,118.39,262.585
SU26218RMFS6,D,27/08/20,000000,118.312,119.335,118.121,119.111,38.657
SU26218RMFS6,D,28/08/20,000000,119.112,119.3,118.9,119.29,38.367
SU26218RMFS6,D,31/08/20,000000,119.126,119.715,119.112,119.62,88.646
SU26218RMFS6,D,01/09/20,000000,119.628,119.92,119.424,119.747,91.687
SU26218RMFS6,D,02/09/20,000000,119.506,119.886,118,118.34,144.035
SU26218RMFS6,D,03/09/20,000000,118.57,118.7,118.21,118.598,230.973
SU26218RMFS6,D,04/09/20,000000,118.68,119,118.462,118.665,47.739
SU26218RMFS6,D,07/09/20,000000,118.447,119.048,118.446,118.626,5.842
SU26218RMFS6,D,08/09/20,000000,118.638,118.64,117.721,117.973,83.058
SU26218RMFS6,D,09/09/20,000000,117.71,118.488,117.708,118.488,3.683
SU26218RMFS6,D,10/09/20,000000,118.559,118.999,118.401,118.899,97.595
SU26218RMFS6,D,11/09/20,000000,118.651,118.998,118.1,118.449,232.127
SU26218RMFS6,D,14/09/20,000000,118.5,118.898,118.152,118.44,53.789
SU26218RMFS6,D,15/09/20,000000,118.896,118.896,118.16,118.38,4.122
SU26218RMFS6,D,16/09/20,000000,118.303,118.895,118.1,118.447,22.966
SU26218RMFS6,D,17/09/20,000000,118.48,118.48,118.02,118.449,10.739
SU26218RMFS6,D,18/09/20,000000,118.847,118.999,118.12,118.492,8.349
SU26218RMFS6,D,21/09/20,000000,118.123,118.485,117.631,117.831,95.879
SU26218RMFS6,D,22/09/20,000000,117.98,117.98,117.47,117.829,35.625
SU26218RMFS6,D,23/09/20,000000,117.829,117.83,117.5,117.646,28.116
SU26218RMFS6,D,24/09/20,000000,117.66,117.66,117.201,117.658,29.099
SU26218RMFS6,D,25/09/20,000000,117.82,117.87,117.42,117.592,217.242
SU26218RMFS6,D,28/09/20,000000,117.629,117.634,117.25,117.345,57.386
SU26218RMFS6,D,29/09/20,000000,117.109,117.658,116.851,117.58,142.499
SU26218RMFS6,D,30/09/20,000000,117.619,117.999,117.351,117.8,11.523
SU26218RMFS6,D,01/10/20,000000,118.25,118.29,117.8,118.247,61.048
SU26218RMFS6,D,02/10/20,000000,118.099,118.481,117.801,118.299,84.760
SU26218RMFS6,D,05/10/20,000000,118.5,118.5,118.203,118.3,64.625
SU26218RMFS6,D,06/10/20,000000,118.498,118.847,118.2,118.8,62.054
SU26218RMFS6,D,07/10/20,000000,118.85,119.097,118.559,119.097,21.935
SU26218RMFS6,D,08/10/20,000000,118.951,119.888,117.901,119.503,51.752
SU26218RMFS6,D,09/10/20,000000,119.796,119.87,119.443,119.649,31.947
SU26218RMFS6,D,12/10/20,000000,119.551,119.853,119.5,119.595,8.333
SU26218RMFS6,D,13/10/20,000000,119.301,119.6,119.27,119.59,129.157
SU26218RMFS6,D,14/10/20,000000,119.589,119.649,119.35,119.425,76.491
SU26218RMFS6,D,15/10/20,000000,119.102,119.55,118.71,118.974,80.464
SU26218RMFS6,D,16/10/20,000000,119.03,119.149,118.781,119.148,48.036
SU26218RMFS6,D,19/10/20,000000,119.306,119.6,118.891,119.599,11.240
SU26218RMFS6,D,20/10/20,000000,119.601,119.601,119.101,119.47,5.507
SU26218RMFS6,D,21/10/20,000000,119.537,119.65,119.21,119.498,24.775
SU26218RMFS6,D,22/10/20,000000,119.51,119.51,119.03,119.35,26.681
SU26218RMFS6,D,23/10/20,000000,119.372,119.598,119.301,119.49,16.086
SU26218RMFS6,D,26/10/20,000000,119.489,119.65,119.01,119.34,5.840
SU26218RMFS6,D,27/10/20,000000,119.408,119.445,119,119.19,65.286
SU26218RMFS6,D,28/10/20,000000,119.188,119.19,118.227,118.231,93.621
SU26218RMFS6,D,29/10/20,000000,118.081,118.559,118.008,118.239,21.199
SU26218RMFS6,D,30/10/20,000000,118.28,118.446,117.65,117.877,145.371
SU26218RMFS6,D,02/11/20,000000,117.689,117.691,116.5,117.001,732.028
SU26218RMFS6,D,03/11/20,000000,117.17,117.63,116.88,117.198,43.975
SU26218RMFS6,D,05/11/20,000000,118.384,119.5,117.58,119.5,623.050
SU26218RMFS6,D,06/11/20,000000,119.273,120,119.134,119.62,324.082
SU26218RMFS6,D,09/11/20,000000,120,120.607,119.909,120.5,1.517.598
SU26218RMFS6,D,10/11/20,000000,120.599,120.6,119.651,120.05,119.567
SU26218RMFS6,D,11/11/20,000000,120.596,120.598,119.509,120.07,49.165
SU26218RMFS6,D,12/11/20,000000,120.33,120.481,119.951,120.451,227.456
SU26218RMFS6,D,13/11/20,000000,120.451,120.607,120.136,120.568,124.191
SU26218RMFS6,D,16/11/20,000000,119.506,120.737,119.506,120.735,16.229
SU26218RMFS6,D,17/11/20,000000,119.991,120.737,119.991,120.653,74.534
SU26218RMFS6,D,18/11/20,000000,120.733,120.733,120.274,120.639,90.909
SU26218RMFS6,D,19/11/20,000000,120.645,120.645,120.135,120.57,129.223
SU26218RMFS6,D,20/11/20,000000,120.407,120.699,120.403,120.663,38.105
SU26218RMFS6,D,23/11/20,000000,120.376,120.72,120.376,120.55,209.545
SU26218RMFS6,D,24/11/20,000000,120.734,120.734,120.501,120.683,209.470
SU26218RMFS6,D,25/11/20,000000,120.683,120.698,120.301,120.449,394.170
SU26218RMFS6,D,26/11/20,000000,120.399,120.527,120.214,120.463,5.153
SU26218RMFS6,D,27/11/20,000000,120.106,120.499,120.106,120.494,21.809
SU26218RMFS6,D,30/11/20,000000,120.005,120.736,120.005,120.4,2.072
SU26218RMFS6,D,01/12/20,000000,120.5,120.538,120.253,120.271,8.647
SU26218RMFS6,D,02/12/20,000000,120.43,120.442,120.101,120.366,487.732
SU26218RMFS6,D,03/12/20,000000,120.008,120.45,120.008,120.45,53.470
SU26218RMFS6,D,04/12/20,000000,120.733,120.733,120.303,120.55,2.616
SU26218RMFS6,D,07/12/20,000000,120.307,120.715,120,120.53,8.041
SU26218RMFS6,D,08/12/20,000000,120.731,120.737,120.5,120.69,416.431
SU26218RMFS6,D,09/12/20,000000,120.798,120.8,120.354,120.58,208.703
SU26218RMFS6,D,10/12/20,000000,120.323,120.797,120.289,120.447,43.483
SU26218RMFS6,D,11/12/20,000000,120.115,120.449,120.115,120.398,270.870
SU26218RMFS6,D,14/12/20,000000,120.159,120.5,120.159,120.395,967.806
SU26218RMFS6,D,15/12/20,000000,120.241,120.428,120.1,120.29,290.383
SU26218RMFS6,D,16/12/20,000000,120.28,120.541,119.997,120.521,14.592
SU26218RMFS6,D,17/12/20,000000,120.123,120.598,120.123,120.567,291.910
SU26218RMFS6,D,18/12/20,000000,120.589,120.59,120.1,120.335,24.152
SU26218RMFS6,D,21/12/20,000000,119.554,120.38,119.554,119.84,334.705
SU26218RMFS6,D,22/12/20,000000,119.652,120.08,119.652,119.998,65.938
SU26218RMFS6,D,23/12/20,000000,120.3,120.3,119.65,119.808,74.764
SU26218RMFS6,D,24/12/20,000000,119.603,119.9,119.603,119.87,8.121
SU26218RMFS6,D,25/12/20,000000,120.585,120.585,119.59,119.89,4.463
SU26218RMFS6,D,28/12/20,000000,119.979,119.999,119.601,119.96,12.736
SU26218RMFS6,D,29/12/20,000000,120.3,120.3,119.804,120.099,21.279
SU26218RMFS6,D,30/12/20,000000,120.115,120.44,119.948,120,77.438
SU26218RMFS6,D,04/01/21,000000,120.701,120.701,119.6,120.167,3.346
SU26218RMFS6,D,05/01/21,000000,120.101,120.31,120.101,120.227,1.058
SU26218RMFS6,D,06/01/21,000000,120.716,120.716,120.104,120.339,1.793
SU26218RMFS6,D,08/01/21,000000,120.489,120.489,120.15,120.25,6.053
SU26218RMFS6,D,11/01/21,000000,120.1,120.367,119.621,119.744,72.688
SU26218RMFS6,D,12/01/21,000000,119.606,119.849,119.001,119.841,18.201
SU26218RMFS6,D,13/01/21,000000,119.668,119.999,119.25,119.36,25.451
SU26218RMFS6,D,14/01/21,000000,119.77,119.77,119,119,404.263
SU26218RMFS6,D,15/01/21,000000,119.368,119.576,118.299,118.439,98.349
SU26218RMFS6,D,18/01/21,000000,119.092,119.092,118.103,118.435,87.223
SU26218RMFS6,D,19/01/21,000000,118.443,118.65,118.152,118.65,32.213
SU26218RMFS6,D,20/01/21,000000,118.899,118.95,118.45,118.599,686.662
SU26218RMFS6,D,21/01/21,000000,118.66,118.66,118.13,118.289,120.934
SU26218RMFS6,D,22/01/21,000000,118.153,118.31,117.099,117.24,751.260
SU26218RMFS6,D,25/01/21,000000,118,118,117.12,117.398,20.535
SU26218RMFS6,D,26/01/21,000000,117.506,117.679,117.25,117.49,401.516
SU26218RMFS6,D,27/01/21,000000,117.5,118,116.95,117.15,59.013
SU26218RMFS6,D,28/01/21,000000,117,117.19,116.801,117.185,39.319
SU26218RMFS6,D,29/01/21,000000,117.185,117.26,116.954,117.198,30.748
SU26218RMFS6,D,01/02/21,000000,117.237,117.237,116.961,117.164,25.353
SU26218RMFS6,D,02/02/21,000000,117.009,117.3,116.9,117,14.241
SU26218RMFS6,D,03/02/21,000000,117.367,117.367,116.362,116.79,59.317
SU26218RMFS6,D,04/02/21,000000,116.849,117.09,116.7,116.77,126.790
SU26218RMFS6,D,05/02/21,000000,117.002,117.49,116.679,117.44,184.994
SU26218RMFS6,D,08/02/21,000000,117.115,117.788,117.115,117.5,31.437
SU26218RMFS6,D,09/02/21,000000,117.178,117.84,116.82,116.9,54.296
SU26218RMFS6,D,10/02/21,000000,117.043,117.047,116.611,116.655,173.102
SU26218RMFS6,D,11/02/21,000000,116.96,116.96,115.907,116.094,111.315
SU26218RMFS6,D,12/02/21,000000,116.394,116.497,115.201,115.35,863.240
SU26218RMFS6,D,15/02/21,000000,115.2,115.65,114.507,114.69,58.248
SU26218RMFS6,D,16/02/21,000000,115.294,115.297,113.553,113.998,295.061
SU26218RMFS6,D,17/02/21,000000,114.146,114.839,113.707,114.48,257.791
SU26218RMFS6,D,18/02/21,000000,114.51,114.799,114.3,114.3,857.109
SU26218RMFS6,D,19/02/21,000000,114.439,114.439,113.8,113.902,25.107
SU26218RMFS6,D,20/02/21,000000,113.9,114.11,113.714,114.109,56.702
SU26218RMFS6,D,22/02/21,000000,114.17,114.17,113.911,113.911,5.076
SU26218RMFS6,D,24/02/21,000000,114.096,114.385,113.91,113.91,60.298
SU26218RMFS6,D,25/02/21,000000,113.911,114.187,113.5,113.57,8.058
SU26218RMFS6,D,26/02/21,000000,113.798,113.798,112.701,112.968,37.068
SU26218RMFS6,D,01/03/21,000000,113.59,113.975,112.651,113.062,133.154
SU26218RMFS6,D,02/03/21,000000,113.014,113.7,112.834,113.699,986.973
SU26218RMFS6,D,03/03/21,000000,113.869,114.3,113.514,114.3,32.405
SU26218RMFS6,D,04/03/21,000000,114.451,115.425,114.151,114.801,67.026
SU26218RMFS6,D,05/03/21,000000,114.801,114.801,113.59,114.16,16.241
SU26218RMFS6,D,09/03/21,000000,114.163,114.417,113.81,113.997,43.141
SU26218RMFS6,D,10/03/21,000000,113.808,114.197,113.6,113.839,7.076
SU26218RMFS6,D,11/03/21,000000,113.879,113.88,113.24,113.301,156.025
SU26218RMFS6,D,12/03/21,000000,113.68,113.68,112.9,113,95.427
SU26218RMFS6,D,15/03/21,000000,112.96,113.16,112.72,112.8,69.082
SU26218RMFS6,D,16/03/21,000000,113.073,113.075,112.55,112.731,36.726
SU26218RMFS6,D,17/03/21,000000,112.847,112.847,112.04,112.1,495.600
SU26218RMFS6,D,18/03/21,000000,112.236,112.248,111.5,111.588,376.310
SU26218RMFS6,D,19/03/21,000000,111.578,111.677,110.926,111.098,855.209
SU26218RMFS6,D,22/03/21,000000,111.439,111.439,110.6,110.6,720.558
SU26218RMFS6,D,23/03/21,000000,110.667,110.667,109.192,109.77,159.802
SU26218RMFS6,D,24/03/21,000000,110.173,110.7,109.877,110.147,66.847
SU26218RMFS6,D,25/03/21,000000,110.398,111.1,110.021,110.751,536.486
SU26218RMFS6,D,26/03/21,000000,111.094,111.72,110.722,111.697,1.105.768
SU26218RMFS6,D,29/03/21,000000,111.698,111.89,111.516,111.799,103.819
SU26218RMFS6,D,30/03/21,000000,111.799,111.879,110.7,110.999,555.986
SU26218RMFS6,D,31/03/21,000000,110.999,111.929,110.8,111.32,67.150
SU26218RMFS6,D,01/04/21,000000,111.33,111.759,110.9,110.903,305.912
SU26218RMFS6,D,02/04/21,000000,110.9,111.208,110.807,110.9,53.398
SU26218RMFS6,D,05/04/21,000000,111.238,111.238,110.799,110.869,120.972
SU26218RMFS6,D,06/04/21,000000,111,111.019,109.95,109.95,100.436
SU26218RMFS6,D,07/04/21,000000,110.299,110.299,109.434,109.756,66.002
SU26218RMFS6,D,08/04/21,000000,109.85,109.901,109.41,109.6,440.868
SU26218RMFS6,D,09/04/21,000000,109.888,110.99,109,109.39,50.683
SU26218RMFS6,D,12/04/21,000000,109.572,109.76,109.096,109.599,54.375
SU26218RMFS6,D,13/04/21,000000,109.815,109.815,109.332,109.6,144.719
SU26218RMFS6,D,14/04/21,000000,109.9,111.41,109.822,110.995,145.898
SU26218RMFS6,D,15/04/21,000000,110.151,110.928,109.132,110.696,274.969
SU26218RMFS6,D,16/04/21,000000,110.64,112.2,110.64,111.4,271.602
SU26218RMFS6,D,19/04/21,000000,111.401,111.995,110.442,110.999,115.446
SU26218RMFS6,D,20/04/21,000000,111.149,111.178,110.5,110.889,41.602
SU26218RMFS6,D,21/04/21,000000,110.934,111.362,110.69,111.011,61.082
SU26218RMFS6,D,22/04/21,000000,111.02,111.965,110.76,111.648,108.025
SU26218RMFS6,D,23/04/21,000000,111.809,112,111.1,111.728,52.850
SU26218RMFS6,D,26/04/21,000000,111.729,112,111.33,111.794,65.389
SU26218RMFS6,D,27/04/21,000000,111.995,111.995,111.237,111.4,35.569
SU26218RMFS6,D,28/04/21,000000,111.676,111.677,111.13,111.2,43.516
SU26218RMFS6,D,29/04/21,000000,111.491,111.897,111.199,111.38,21.132
SU26218RMFS6,D,30/04/21,000000,111.119,111.352,110.85,111.15,167.812
SU26218RMFS6,D,04/05/21,000000,111.702,111.702,111.016,111.3,4.776
SU26218RMFS6,D,05/05/21,000000,111.9,111.9,111.197,111.39,18.751
SU26218RMFS6,D,06/05/21,000000,111.74,111.74,111.155,111.447,10.001
SU26218RMFS6,D,07/05/21,000000,111.152,111.687,111.152,111.586,22.622
SU26218RMFS6,D,10/05/21,000000,111.584,111.649,111.3,111.649,8.816
SU26218RMFS6,D,11/05/21,000000,111.7,111.7,111.04,111.149,70.301
SU26218RMFS6,D,12/05/21,000000,111.225,111.225,110.5,110.587,37.731
