<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SU26224RMFS4,D,11/03/20,000000,100.009,101.8,98.624,98.801,44.044
SU26224RMFS4,D,12/03/20,000000,97,99,94,94.385,305.085
SU26224RMFS4,D,13/03/20,000000,94,96.669,94,95.749,86.242
SU26224RMFS4,D,16/03/20,000000,95.462,96.299,92.701,93.5,755.753
SU26224RMFS4,D,17/03/20,000000,94.922,95.449,93.6,93.95,661.987
SU26224RMFS4,D,18/03/20,000000,93.501,93.501,91.1,91.503,103.490
SU26224RMFS4,D,19/03/20,000000,93.554,93.554,91.121,93.4,128.848
SU26224RMFS4,D,20/03/20,000000,94.364,96.879,94,96.011,86.119
SU26224RMFS4,D,23/03/20,000000,96.011,96.876,94.551,96.649,369.381
SU26224RMFS4,D,24/03/20,000000,97.699,99.999,96.504,99.699,255.774
SU26224RMFS4,D,25/03/20,000000,100.349,100.629,97.32,99.45,175.694
SU26224RMFS4,D,26/03/20,000000,99.078,100.398,98.822,100.2,200.933
SU26224RMFS4,D,27/03/20,000000,100.2,101,99.833,100.379,250.940
SU26224RMFS4,D,30/03/20,000000,99.848,100.5,99.394,100.5,166.387
SU26224RMFS4,D,31/03/20,000000,99.91,102.204,99.91,101.701,241.461
SU26224RMFS4,D,01/04/20,000000,101.008,102.2,100.895,101.828,38.738
SU26224RMFS4,D,02/04/20,000000,102.199,102.2,100.471,101.437,229.884
SU26224RMFS4,D,03/04/20,000000,101.111,102.101,100.544,101.919,83.172
SU26224RMFS4,D,06/04/20,000000,101.894,102.3,101.703,101.703,4.253
SU26224RMFS4,D,07/04/20,000000,102.339,102.339,101.9,102.199,19.010
SU26224RMFS4,D,08/04/20,000000,102.109,102.11,101.5,101.85,33.785
SU26224RMFS4,D,09/04/20,000000,101.951,102.548,101.951,102.548,77.186
SU26224RMFS4,D,10/04/20,000000,102.044,102.61,102.044,102.576,22.375
SU26224RMFS4,D,13/04/20,000000,102,102.739,102,102.554,14.901
SU26224RMFS4,D,14/04/20,000000,102.832,102.832,102.279,102.624,105.352
SU26224RMFS4,D,15/04/20,000000,102.499,102.5,101.5,101.51,66.910
SU26224RMFS4,D,16/04/20,000000,101.512,102.839,101.512,102.835,61.745
SU26224RMFS4,D,17/04/20,000000,103.139,105.4,102.9,104.905,172.753
SU26224RMFS4,D,20/04/20,000000,105.84,106.251,104.95,105.913,408.368
SU26224RMFS4,D,21/04/20,000000,105.8,105.8,104.204,104.78,172.601
SU26224RMFS4,D,22/04/20,000000,104.781,105.75,104.781,105.75,104.431
SU26224RMFS4,D,23/04/20,000000,104.984,106.64,104.984,106.507,116.680
SU26224RMFS4,D,24/04/20,000000,106.318,107.199,106.102,106.85,139.975
SU26224RMFS4,D,27/04/20,000000,106.731,107,106.62,106.62,62.954
SU26224RMFS4,D,28/04/20,000000,106.503,106.999,106.498,106.651,21.178
SU26224RMFS4,D,29/04/20,000000,107,107.057,106.64,106.797,15.682
SU26224RMFS4,D,30/04/20,000000,106.64,107.07,106.64,107.062,9.120
SU26224RMFS4,D,04/05/20,000000,107.655,108.2,106.801,106.997,3.158
SU26224RMFS4,D,05/05/20,000000,107.1,108.199,106.755,107.01,27.029
SU26224RMFS4,D,06/05/20,000000,106.965,107.284,106.35,106.841,2.151
SU26224RMFS4,D,07/05/20,000000,106.696,107,106.696,106.999,111.708
SU26224RMFS4,D,08/05/20,000000,107.008,108.1,106.791,108.05,159.296
SU26224RMFS4,D,12/05/20,000000,107.803,108.498,107.803,108.4,165.728
SU26224RMFS4,D,13/05/20,000000,108.4,108.5,108.015,108.45,1.226
SU26224RMFS4,D,14/05/20,000000,108.012,109.13,108.012,108.9,136.794
SU26224RMFS4,D,15/05/20,000000,109.188,110.99,109.089,110.849,158.047
SU26224RMFS4,D,18/05/20,000000,109.095,111.696,109.095,111.21,62.242
SU26224RMFS4,D,19/05/20,000000,111.527,111.528,110.894,111.23,131.845
SU26224RMFS4,D,20/05/20,000000,111.439,111.588,111.014,111.4,55.251
SU26224RMFS4,D,21/05/20,000000,111.401,111.51,111.138,111.355,1.262
SU26224RMFS4,D,22/05/20,000000,109.099,111.486,109.099,111.1,1.699
SU26224RMFS4,D,25/05/20,000000,109.088,111.308,108.02,110.984,10.851
SU26224RMFS4,D,26/05/20,000000,110.932,111.323,110.93,111.119,16.175
SU26224RMFS4,D,27/05/20,000000,111.24,111.24,110.351,110.5,123.292
SU26224RMFS4,D,28/05/20,000000,110.688,110.689,110.333,110.6,317.919
SU26224RMFS4,D,29/05/20,000000,110.868,110.92,110.5,110.518,13.182
SU26224RMFS4,D,01/06/20,000000,110.199,111.015,110.199,110.9,33.739
SU26224RMFS4,D,02/06/20,000000,110.9,111.099,110,110.716,36.695
SU26224RMFS4,D,03/06/20,000000,109.714,110.75,109.714,110.48,31.995
SU26224RMFS4,D,04/06/20,000000,110.448,110.448,109.53,109.95,126.698
SU26224RMFS4,D,05/06/20,000000,109.954,110.425,109,109.299,81.067
SU26224RMFS4,D,08/06/20,000000,109.453,109.495,108.877,108.877,4.739
SU26224RMFS4,D,09/06/20,000000,109.319,109.986,108.44,109.974,18.976
SU26224RMFS4,D,10/06/20,000000,109.978,110.445,109.751,110.195,7.390
SU26224RMFS4,D,11/06/20,000000,109.784,110.396,109.659,109.999,46.514
SU26224RMFS4,D,15/06/20,000000,109.658,110.396,107.2,110.377,62.271
SU26224RMFS4,D,16/06/20,000000,109.951,110.748,109.653,110.501,13.556
SU26224RMFS4,D,17/06/20,000000,110.486,110.879,110.486,110.59,7.569
SU26224RMFS4,D,18/06/20,000000,110.59,110.9,110.59,110.715,3.291
SU26224RMFS4,D,19/06/20,000000,110.653,111.389,110.65,110.841,130.267
SU26224RMFS4,D,22/06/20,000000,110.845,111,110.181,110.181,2.707
SU26224RMFS4,D,23/06/20,000000,110.183,110.617,110.18,110.41,23.417
SU26224RMFS4,D,25/06/20,000000,109.903,110.21,109.57,109.853,4.807
SU26224RMFS4,D,26/06/20,000000,109.091,110.499,108.104,109.998,12.122
SU26224RMFS4,D,29/06/20,000000,109.987,110.2,109.669,109.71,35.408
SU26224RMFS4,D,30/06/20,000000,109.858,109.86,108.104,108.4,506.771
SU26224RMFS4,D,02/07/20,000000,108.104,109.3,108.104,108.829,10.009
SU26224RMFS4,D,03/07/20,000000,108.463,108.83,107.303,107.32,38.985
SU26224RMFS4,D,06/07/20,000000,107.303,107.725,107.154,107.506,43.081
SU26224RMFS4,D,07/07/20,000000,108.297,108.3,107.105,108.123,1.221
SU26224RMFS4,D,08/07/20,000000,108.124,108.935,108.124,108.924,161.683
SU26224RMFS4,D,09/07/20,000000,108.123,109.5,108.123,109.25,29.406
SU26224RMFS4,D,10/07/20,000000,109.1,109.1,108.72,108.74,4.162
SU26224RMFS4,D,13/07/20,000000,108.973,109.213,108.633,109.1,2.018
SU26224RMFS4,D,14/07/20,000000,108.962,109.24,108.851,108.865,174.593
SU26224RMFS4,D,15/07/20,000000,109.068,109.149,108.7,108.866,336.229
SU26224RMFS4,D,16/07/20,000000,108.57,108.821,108.414,108.777,13.757
SU26224RMFS4,D,17/07/20,000000,108.557,108.893,108.415,108.891,254.784
SU26224RMFS4,D,20/07/20,000000,108.675,109.26,108.675,109.26,9.955
SU26224RMFS4,D,21/07/20,000000,109.201,109.399,109.16,109.164,7.907
SU26224RMFS4,D,22/07/20,000000,109.4,109.49,109.15,109.45,110.593
SU26224RMFS4,D,23/07/20,000000,109.139,109.498,109.12,109.12,5.310
SU26224RMFS4,D,24/07/20,000000,109.353,109.39,108.807,109.378,28.616
SU26224RMFS4,D,27/07/20,000000,109.432,110,108.839,108.848,7.647
SU26224RMFS4,D,28/07/20,000000,108.883,108.975,108.494,108.495,19.068
SU26224RMFS4,D,29/07/20,000000,108.817,108.817,108.485,108.619,9.330
SU26224RMFS4,D,30/07/20,000000,108.849,108.849,107.666,108.1,14.428
SU26224RMFS4,D,31/07/20,000000,108,108.296,107.963,108.188,3.485
SU26224RMFS4,D,03/08/20,000000,108.15,108.499,107.93,108.413,153.038
SU26224RMFS4,D,04/08/20,000000,108.502,108.877,108.3,108.322,136.424
SU26224RMFS4,D,05/08/20,000000,108.349,108.6,108.3,108.448,78.754
SU26224RMFS4,D,06/08/20,000000,108.623,108.623,108,108.194,80.881
SU26224RMFS4,D,07/08/20,000000,108.305,108.305,107.93,107.931,10.391
SU26224RMFS4,D,10/08/20,000000,108.2,108.37,107.929,108.365,5.283
SU26224RMFS4,D,11/08/20,000000,108.244,108.37,108.082,108.154,12.564
SU26224RMFS4,D,12/08/20,000000,108.151,108.598,108.002,108.149,395
SU26224RMFS4,D,13/08/20,000000,108.16,108.16,107.721,107.949,2.410
SU26224RMFS4,D,14/08/20,000000,108.139,108.139,106.996,107.17,19.176
SU26224RMFS4,D,17/08/20,000000,107.13,107.32,105.581,105.977,16.142
SU26224RMFS4,D,18/08/20,000000,105.751,106.631,105.751,106.335,22.588
SU26224RMFS4,D,19/08/20,000000,106.525,106.943,106.525,106.943,4.299
SU26224RMFS4,D,20/08/20,000000,106.59,106.899,106.23,106.41,2.349
SU26224RMFS4,D,21/08/20,000000,105.942,106.725,105.796,105.946,13.357
SU26224RMFS4,D,24/08/20,000000,105.796,106.459,105.796,106.249,1.814
SU26224RMFS4,D,25/08/20,000000,106.598,106.598,105.961,106.144,16.970
SU26224RMFS4,D,26/08/20,000000,106.001,106.15,105.7,106,54.598
SU26224RMFS4,D,27/08/20,000000,105.999,106.689,105.983,106.555,19.014
SU26224RMFS4,D,28/08/20,000000,106.716,106.95,106.39,106.95,5.518
SU26224RMFS4,D,31/08/20,000000,106.733,107.5,106.59,106.8,104.292
SU26224RMFS4,D,01/09/20,000000,106.941,107.344,106.941,107.2,100.620
SU26224RMFS4,D,02/09/20,000000,107.004,107.187,106.1,106.27,48.823
SU26224RMFS4,D,03/09/20,000000,106.382,106.4,105.994,106.2,196.817
SU26224RMFS4,D,04/09/20,000000,106.4,106.555,106.2,106.546,1.246
SU26224RMFS4,D,07/09/20,000000,106.364,106.635,106.1,106.1,597.847
SU26224RMFS4,D,08/09/20,000000,106.209,106.288,105.55,105.76,13.527
SU26224RMFS4,D,09/09/20,000000,105.379,106.326,105.375,106.326,48.271
SU26224RMFS4,D,10/09/20,000000,105.958,106.451,105.956,106.43,13.020
SU26224RMFS4,D,11/09/20,000000,106.192,106.499,106.025,106.291,5.501
SU26224RMFS4,D,14/09/20,000000,106.25,106.326,106.02,106.18,2.794
SU26224RMFS4,D,15/09/20,000000,105.501,106.296,105.501,106.296,3.187
SU26224RMFS4,D,16/09/20,000000,106.021,106.29,106.021,106.1,7.389
SU26224RMFS4,D,17/09/20,000000,107.327,107.327,106.065,106.288,434.448
SU26224RMFS4,D,18/09/20,000000,106.026,106.328,105.998,106.226,226.229
SU26224RMFS4,D,21/09/20,000000,105.366,106.327,105.366,105.81,114.206
SU26224RMFS4,D,22/09/20,000000,106.098,106.098,105.471,105.549,1.167.548
SU26224RMFS4,D,23/09/20,000000,105.729,105.73,105.209,105.529,1.461.623
SU26224RMFS4,D,24/09/20,000000,105.53,105.66,105.271,105.291,945.934
SU26224RMFS4,D,25/09/20,000000,105.291,105.708,105.291,105.363,512.603
SU26224RMFS4,D,28/09/20,000000,105.001,105.5,105,105.15,1.122.854
SU26224RMFS4,D,29/09/20,000000,105.506,105.6,105.015,105.45,396.955
SU26224RMFS4,D,30/09/20,000000,106.999,106.999,105.307,105.699,157.025
SU26224RMFS4,D,01/10/20,000000,106.06,106.097,105.703,105.805,160.104
SU26224RMFS4,D,02/10/20,000000,105.452,106.261,105.452,105.981,333.960
SU26224RMFS4,D,05/10/20,000000,106.368,106.368,105.967,106.309,2.007
SU26224RMFS4,D,06/10/20,000000,105.26,106.627,105.195,106.561,256.010
SU26224RMFS4,D,07/10/20,000000,106.55,107,106.55,107,71.419
SU26224RMFS4,D,08/10/20,000000,106.549,107.879,106.549,107.64,212.520
SU26224RMFS4,D,09/10/20,000000,107.321,107.866,107.321,107.549,142.683
SU26224RMFS4,D,12/10/20,000000,108.666,108.666,106.55,107.425,51.104
SU26224RMFS4,D,13/10/20,000000,107.726,107.73,107.282,107.7,52.269
SU26224RMFS4,D,14/10/20,000000,107.41,107.777,107.401,107.5,37.536
SU26224RMFS4,D,15/10/20,000000,107.648,107.648,107.049,107.3,1.322
SU26224RMFS4,D,16/10/20,000000,107.4,107.587,106.95,107.151,106.508
SU26224RMFS4,D,19/10/20,000000,107.456,107.815,107.045,107.799,104.852
SU26224RMFS4,D,20/10/20,000000,107.441,107.862,107.399,107.696,222.910
SU26224RMFS4,D,21/10/20,000000,107.535,107.98,107.535,107.653,35.789
SU26224RMFS4,D,22/10/20,000000,107.411,107.739,107.305,107.639,1.430
SU26224RMFS4,D,23/10/20,000000,107.681,107.852,107.45,107.6,153.916
SU26224RMFS4,D,26/10/20,000000,107.666,107.714,107.38,107.54,12.425
SU26224RMFS4,D,27/10/20,000000,107.639,107.639,107.019,107.198,19.235
SU26224RMFS4,D,28/10/20,000000,106.673,107.376,106.602,106.602,37.001
SU26224RMFS4,D,29/10/20,000000,106.55,106.879,106.499,106.78,216.823
SU26224RMFS4,D,30/10/20,000000,106.37,106.885,106.247,106.248,25.841
SU26224RMFS4,D,02/11/20,000000,106.78,106.78,105.494,105.5,225.882
SU26224RMFS4,D,03/11/20,000000,105.828,106.089,105.822,105.91,111.957
SU26224RMFS4,D,05/11/20,000000,105.91,107.7,105.8,107.58,721.194
SU26224RMFS4,D,06/11/20,000000,107.426,108.1,107.426,108.049,287.919
SU26224RMFS4,D,09/11/20,000000,107.588,108.5,107.5,108.32,16.522
SU26224RMFS4,D,10/11/20,000000,105.805,108.493,105.805,108.235,27.276
SU26224RMFS4,D,11/11/20,000000,108.498,108.498,107.963,108.3,61.152
SU26224RMFS4,D,12/11/20,000000,108.28,108.45,108.205,108.3,28.658
SU26224RMFS4,D,13/11/20,000000,108.201,108.668,108.15,108.499,51.779
SU26224RMFS4,D,16/11/20,000000,108.499,108.654,108.311,108.5,5.370
SU26224RMFS4,D,17/11/20,000000,108.599,108.6,108.26,108.44,131.081
SU26224RMFS4,D,18/11/20,000000,108.5,108.5,108.115,108.5,177.166
SU26224RMFS4,D,19/11/20,000000,108.54,108.64,108.351,108.5,673.856
SU26224RMFS4,D,20/11/20,000000,108.5,108.666,108.41,108.417,5.841
SU26224RMFS4,D,23/11/20,000000,108.666,108.666,108.451,108.511,3.035
SU26224RMFS4,D,24/11/20,000000,108.667,108.668,108.52,108.57,10.054
SU26224RMFS4,D,25/11/20,000000,108.648,108.648,108.425,108.44,312.759
SU26224RMFS4,D,26/11/20,000000,108.427,108.579,108.2,108.443,46.259
SU26224RMFS4,D,27/11/20,000000,108.52,108.522,108.302,108.5,55.629
SU26224RMFS4,D,30/11/20,000000,108.499,108.5,108.325,108.449,25.573
SU26224RMFS4,D,01/12/20,000000,108.35,108.35,108.126,108.3,25.451
SU26224RMFS4,D,02/12/20,000000,108,108.348,108,108.251,88.510
SU26224RMFS4,D,03/12/20,000000,108.447,108.668,107.251,108.38,22.708
SU26224RMFS4,D,04/12/20,000000,108.5,108.59,108.201,108.401,7.144
SU26224RMFS4,D,07/12/20,000000,108.231,108.636,107.992,108.528,310.987
SU26224RMFS4,D,08/12/20,000000,108.202,108.637,108.202,108.581,312.255
SU26224RMFS4,D,09/12/20,000000,108.625,108.625,108.3,108.5,151.186
SU26224RMFS4,D,10/12/20,000000,107.383,108.555,107.383,108.064,9.046
SU26224RMFS4,D,11/12/20,000000,108.064,108.195,107.92,108.1,12.196
SU26224RMFS4,D,14/12/20,000000,107.852,108.29,107.451,108.149,6.339
SU26224RMFS4,D,15/12/20,000000,107.963,108.224,107.953,108.137,15.799
SU26224RMFS4,D,16/12/20,000000,107.961,108.2,107.95,108.1,8.018
SU26224RMFS4,D,17/12/20,000000,108.073,108.4,108.07,108.289,2.085
SU26224RMFS4,D,18/12/20,000000,108,108.373,108,108,4.818
SU26224RMFS4,D,21/12/20,000000,107.99,108.1,107.347,107.62,17.765
SU26224RMFS4,D,22/12/20,000000,107.62,107.75,107.289,107.75,5.493
SU26224RMFS4,D,23/12/20,000000,107.621,107.758,107.211,107.3,25.175
SU26224RMFS4,D,24/12/20,000000,107.501,107.502,107.127,107.45,1.457
SU26224RMFS4,D,25/12/20,000000,107.551,107.79,107.151,107.153,30.399
SU26224RMFS4,D,28/12/20,000000,106.505,107.493,106.505,107.35,9.411
SU26224RMFS4,D,29/12/20,000000,107.151,107.528,107.15,107.46,7.449
SU26224RMFS4,D,30/12/20,000000,107.686,107.688,107.001,107.686,2.985
SU26224RMFS4,D,04/01/21,000000,107.35,107.759,106.955,107.533,1.146
SU26224RMFS4,D,05/01/21,000000,107.4,107.723,107.4,107.721,1.359
SU26224RMFS4,D,06/01/21,000000,107.723,107.724,107.572,107.722,736
SU26224RMFS4,D,08/01/21,000000,107.723,107.74,107.6,107.652,323
SU26224RMFS4,D,11/01/21,000000,106.955,107.69,106.955,107.257,21.223
SU26224RMFS4,D,12/01/21,000000,107.403,107.403,107.121,107.199,47.342
SU26224RMFS4,D,13/01/21,000000,107.4,107.64,106.737,106.99,15.165
SU26224RMFS4,D,14/01/21,000000,107.395,107.395,106.643,106.649,51.610
SU26224RMFS4,D,15/01/21,000000,107.4,107.498,105.82,105.884,5.377
SU26224RMFS4,D,18/01/21,000000,105.86,106.656,105.701,105.915,77.049
SU26224RMFS4,D,19/01/21,000000,105.921,106.284,105.915,106.15,169.268
SU26224RMFS4,D,20/01/21,000000,106.316,106.375,105.725,106.15,18.205
SU26224RMFS4,D,21/01/21,000000,106.375,106.375,105.851,105.902,29.772
SU26224RMFS4,D,22/01/21,000000,106.577,106.577,105.016,105.246,55.388
SU26224RMFS4,D,25/01/21,000000,105.848,105.849,104.821,105.39,37.693
SU26224RMFS4,D,26/01/21,000000,105.188,105.6,105.117,105.407,618.972
SU26224RMFS4,D,27/01/21,000000,105.889,105.889,104.96,105.177,18.209
SU26224RMFS4,D,28/01/21,000000,105,105.153,104.801,105.153,37.005
SU26224RMFS4,D,29/01/21,000000,105.329,105.33,105,105.295,6.940
SU26224RMFS4,D,01/02/21,000000,105.7,106.099,105,105.29,1.702
SU26224RMFS4,D,02/02/21,000000,105.897,105.897,105.08,105.08,6.852
SU26224RMFS4,D,03/02/21,000000,105.9,105.9,104.512,104.999,179.705
SU26224RMFS4,D,04/02/21,000000,105,105.37,104.78,105.189,50.594
SU26224RMFS4,D,05/02/21,000000,105.499,105.69,105.208,105.45,90.631
SU26224RMFS4,D,08/02/21,000000,105.667,105.87,105.25,105.743,55.732
SU26224RMFS4,D,09/02/21,000000,105.208,105.898,105.01,105.293,7.693
SU26224RMFS4,D,10/02/21,000000,105.003,105.371,104.754,105.049,16.288
SU26224RMFS4,D,11/02/21,000000,104.6,105.5,104.06,104.187,130.620
SU26224RMFS4,D,12/02/21,000000,104.001,104.3,103.265,103.697,211.756
SU26224RMFS4,D,15/02/21,000000,103.504,103.799,102.8,103.177,181.579
SU26224RMFS4,D,16/02/21,000000,102.024,103.247,102.02,102.472,487.491
SU26224RMFS4,D,17/02/21,000000,102.002,103.08,102,102.802,256.448
SU26224RMFS4,D,18/02/21,000000,103.1,103.195,102.563,102.82,102.193
SU26224RMFS4,D,19/02/21,000000,102.82,102.846,102.206,102.217,112.103
SU26224RMFS4,D,20/02/21,000000,102.303,102.55,102.303,102.549,1.753
SU26224RMFS4,D,22/02/21,000000,102.2,102.548,102.2,102.427,969
SU26224RMFS4,D,24/02/21,000000,102.05,102.711,102.05,102.498,9.051
SU26224RMFS4,D,25/02/21,000000,102.003,102.629,101.95,101.95,104.877
SU26224RMFS4,D,26/02/21,000000,102.486,102.486,101.51,101.744,65.041
SU26224RMFS4,D,01/03/21,000000,101.95,101.999,101.472,101.898,7.189
SU26224RMFS4,D,02/03/21,000000,102.195,102.3,101.325,102.3,94.583
SU26224RMFS4,D,03/03/21,000000,102.304,102.7,101.955,102.698,105.565
SU26224RMFS4,D,04/03/21,000000,102.7,103.29,102.7,103.18,141.058
SU26224RMFS4,D,05/03/21,000000,103.18,103.18,102.105,102.448,33.975
SU26224RMFS4,D,09/03/21,000000,103.167,103.167,102.242,102.63,8.814
SU26224RMFS4,D,10/03/21,000000,103.1,103.1,102.13,102.16,26.279
SU26224RMFS4,D,11/03/21,000000,102.688,102.688,101.712,101.906,86.859
SU26224RMFS4,D,12/03/21,000000,102.5,102.5,101.505,101.746,170.546
SU26224RMFS4,D,15/03/21,000000,101.746,102.3,101.4,101.641,41.176
SU26224RMFS4,D,16/03/21,000000,101.416,101.646,101.285,101.451,5.946
SU26224RMFS4,D,17/03/21,000000,101.81,101.81,100.871,101.101,12.307
SU26224RMFS4,D,18/03/21,000000,101.053,101.687,100.21,100.539,122.365
SU26224RMFS4,D,19/03/21,000000,100.458,100.65,99.91,100.119,12.220
SU26224RMFS4,D,22/03/21,000000,100.296,100.296,99.68,99.869,73.543
SU26224RMFS4,D,23/03/21,000000,100.5,100.5,98.4,99.179,508.004
SU26224RMFS4,D,24/03/21,000000,99.179,99.71,99,99.001,455.646
SU26224RMFS4,D,25/03/21,000000,99.449,99.93,99.005,99.8,27.158
SU26224RMFS4,D,26/03/21,000000,99.15,100.43,99.15,100.389,211.327
SU26224RMFS4,D,29/03/21,000000,100.391,100.52,100.151,100.35,19.443
SU26224RMFS4,D,30/03/21,000000,100.569,100.569,99.1,99.68,237.865
SU26224RMFS4,D,31/03/21,000000,99.101,100.23,99.101,100.138,590.787
SU26224RMFS4,D,01/04/21,000000,100,101.39,99.52,99.746,886.788
SU26224RMFS4,D,02/04/21,000000,99.968,100.166,99.502,99.673,64.211
SU26224RMFS4,D,05/04/21,000000,100.5,101.8,99.5,99.77,10.119
SU26224RMFS4,D,06/04/21,000000,99.77,100.49,99.145,99.163,192.540
SU26224RMFS4,D,07/04/21,000000,99.163,99.8,98.401,98.71,100.494
SU26224RMFS4,D,08/04/21,000000,99.2,99.2,98.25,98.434,1.140.819
SU26224RMFS4,D,09/04/21,000000,98.999,98.999,98.19,98.51,1.748.417
SU26224RMFS4,D,12/04/21,000000,98.5,98.8,98.203,98.8,87.030
SU26224RMFS4,D,13/04/21,000000,98.501,99,98.4,99,143.627
SU26224RMFS4,D,14/04/21,000000,98.98,99.999,98.93,99.88,1.318.055
SU26224RMFS4,D,15/04/21,000000,99.001,99.898,98.364,99.65,862.075
SU26224RMFS4,D,16/04/21,000000,99.301,100.69,99.301,100.159,202.005
SU26224RMFS4,D,19/04/21,000000,99.7,100.499,99.5,99.949,58.303
SU26224RMFS4,D,20/04/21,000000,99.6,100.1,99.403,99.6,2.024.993
SU26224RMFS4,D,21/04/21,000000,99.6,100,99.511,99.999,1.142.212
SU26224RMFS4,D,22/04/21,000000,100,100.989,99.8,100.352,12.759
SU26224RMFS4,D,23/04/21,000000,100.1,101.1,100.003,100.534,10.596
SU26224RMFS4,D,26/04/21,000000,100.6,100.89,100.241,100.499,119.147
SU26224RMFS4,D,27/04/21,000000,100.499,100.812,100.15,100.348,7.295
SU26224RMFS4,D,28/04/21,000000,100.348,100.439,100.012,100.15,125.100
SU26224RMFS4,D,29/04/21,000000,99.951,100.9,99.95,100.301,12.783
SU26224RMFS4,D,30/04/21,000000,100.393,101.094,100.1,100.201,55.040
SU26224RMFS4,D,04/05/21,000000,100.202,100.785,100.201,100.494,20.953
SU26224RMFS4,D,05/05/21,000000,100.898,100.898,100.265,100.5,45.726
SU26224RMFS4,D,06/05/21,000000,100.5,100.9,100.499,100.68,1.695
SU26224RMFS4,D,07/05/21,000000,100.899,101.409,100.608,100.799,2.764
SU26224RMFS4,D,10/05/21,000000,100.8,101.299,100.623,100.79,3.481
SU26224RMFS4,D,11/05/21,000000,101,101,100.258,100.351,9.362
SU26224RMFS4,D,12/05/21,000000,100.351,100.63,100.05,100.22,15.057
